Date,Original Headline,Generated Headline,Keywords,Generated Summary
20180102,Gold's Best Run Since 2011 Exposes `Global Complacency' on Rates,"Gold Extends Rally to Eighth Session, Eyes Longest Winning Streak Since 2011","gold, bullion, interest rates, Federal Reserve, dollar","Gold prices climbed for an eighth consecutive session, marking the longest rally since 2011 and building on a 14% annual gain, even as the Federal Reserve and other central banks signal tighter monetary policy. Investors are watching upcoming Fed minutes and U.S. jobs data for further direction."
20180102,"Oil hits highest since mid-2015, then dips","Oil Prices Dip After Hitting Multi-Year Highs as Libya and UK Pipelines Restart, US Output Surges","oil prices, pipeline restart, US production, OPEC cuts, Iran protests","Oil prices fell after reaching their highest levels since 2015, as key pipelines in Libya and the UK resumed operations and US crude production hit a four-decade high, despite ongoing OPEC-led supply cuts and geopolitical tensions in Iran. The market remains supported by strong demand and production cuts, but rising US output could challenge OPEC's efforts to balance supply."
20180102,OPEC Wins Over Investors for Most Bullish Start of Year Ever,"Oil Bulls Surge as OPEC Cuts Drive Record Bets, but Shale Threat Looms","OPEC, oil prices, shale production, hedge funds, supply cuts","Oil prices surged to multi-year highs at the end of 2017 as OPEC-led supply cuts and declining U.S. stockpiles fueled bullish bets, but rising shale output and uncertain compliance could limit gains in 2018. Money managers set record net-long positions on crude, though analysts warn prices may remain volatile and range-bound this year."
20180102,"U.S. Cold Blast Menaces Winter Wheat, Cattle as Prices Climb",Deep Freeze Threatens U.S. Wheat Crops and Cattle as Temperatures Plunge,"wheat, cattle, cold weather, futures, crop damage","A severe cold snap across the U.S. wheat belt is damaging unprotected crops and challenging cattle, pushing wheat and cattle futures higher, though the full extent of crop losses won't be known until spring. The freeze is also slowing grain transport and comes amid ongoing drought in key growing states."
20180103,API Says US Crude Stocks Fell 4.992 Million Barrels Last Week,"US Crude Oil Inventories Drop Less Than Expected, Gasoline and Distillate Stocks Rise","crude oil, inventories, gasoline, distillate, API","US crude oil inventories fell by 4.992 million barrels last week, less than expected, while gasoline and distillate stocks both increased, according to the American Petroleum Institute. Official data from the Energy Information Administration is due Thursday."
20180103,"Canada criticizes U.S. softwood lumber duties, vows to resist",Canada Vows to Fight U.S. Softwood Lumber Duties Amid Ongoing Trade Dispute,"softwood lumber, tariffs, Canada, United States, NAFTA","Canada criticized new U.S. duties on softwood lumber exports as unfair and pledged to challenge them through the WTO and NAFTA, while the U.S. defended the tariffs as necessary to protect its industry. The dispute affects billions in trade and comes amid tense NAFTA renegotiations."
20180103,Column: Hedge funds gamble OPEC will tighten oil market too much - Kemp,Hedge Funds Bet Big on Oil as Bullish Positions Hit Record Highs,"oil prices, hedge funds, bullish positions, OPEC, shale production","Hedge funds have amassed record-long positions in oil futures, signaling strong bullish sentiment despite potential downside risks if positions are liquidated. The optimism is driven by global economic growth, falling inventories, and OPEC's production cuts, though rising U.S. shale output could threaten future price gains."
20180103,Column: OPEC's focus on stocks risks prices overshooting - Kemp,OPEC Risks Over-Tightening Oil Market as It Targets Five-Year Inventory Average,"OPEC, oil inventories, Brent prices, U.S. shale, market balance","OPEC is determined to cut oil inventories to the five-year average, risking a market that is too tight and higher prices, which could spur increased U.S. shale production and complicate efforts to maintain balance. Most analysts expect a small surplus in early 2018, but tighter conditions and higher prices are likely later in the year."
20180103,Crude Oil Mixed In Asia With WTI Up After API Estimates,Oil Prices Mixed in Asia as US Inventory Data and Iran Unrest Influence Markets,"crude oil, inventories, Iran protests, supply disruption, prices","Crude oil futures were mixed in Asian trading after US inventory data showed unexpected refined product builds, while ongoing unrest in Iran raised concerns about potential supply disruptions and supported higher prices."
20180103,Crude Oil Prices Climb to Fresh Multi-Year Highs,Crude Oil Prices Reach Multi-Year Highs Amid Ongoing Supply Cuts and Geopolitical Tensions,"oil prices, supply cuts, OPEC, US production, Iran protests","Crude oil prices hit their highest levels since 2015, driven by ongoing supply cuts from OPEC and allies, despite concerns over rising U.S. output and unrest in Iran not affecting production."
20180103,Crude Oil Prices Settle Higher Ahead of Inventory Data,Oil Prices Climb to Two-and-a-Half-Year Highs Amid Iran Unrest and Supply Concerns,"oil prices, Iran protests, supply disruption, US production, Brent crude","Crude oil prices rose sharply as ongoing protests in Iran fueled concerns over potential supply disruptions, offsetting the impact of pipeline restarts in Libya and the North Sea, while US production neared record highs."
20180103,Crude Oil Prices Steady Near Multi-Year Highs,Oil Prices Hold Near Multi-Year Highs as OPEC-Led Supply Cuts Offset Easing Geopolitical Tensions,"crude oil, OPEC, supply cuts, Iran protests, Brent","Crude oil prices remained near multi-year highs as OPEC and allied producers continued output cuts, offsetting easing concerns over Iranian protests and geopolitical tensions."
20180103,Gold Down In Asia As Fed Minutes Point More Hawkish Views On Rates,Gold Prices Drop as Fed Signals Hawkish Stance and Investors Weigh Inflation Risks,"gold prices, Federal Reserve, inflation, GDP growth, tax reform","Gold prices fell in Asia after the Federal Reserve's December meeting minutes revealed a more hawkish outlook and increased GDP growth expectations, prompting investor concerns over inflation and financial stability. Strong U.S. economic data and a rebounding dollar also contributed to the decline in gold futures."
20180103,Gold Prices Ease after Hitting 3-Month Highs,Gold Prices Retreat from Three-Month Highs as Dollar Firms,"gold, dollar, Fed, metals, commodities","Gold prices slipped from recent highs as a stronger dollar weighed on the market, with investors awaiting Fed meeting minutes and upcoming U.S. jobs data; other metals saw mixed movements, with palladium and copper reflecting strong 2017 gains."
20180103,Gold Prices Hold Steady Near 3-1/2 Month Highs,Gold Holds Near 3.5-Month Highs as Dollar Recovers Ahead of Fed Minutes and Jobs Data,"gold, dollar, Federal Reserve, interest rates, jobs data","Gold prices remained steady near recent highs as a slight rebound in the U.S. dollar and anticipation of Federal Reserve meeting minutes and key jobs data limited further gains. Silver prices edged lower, while investors awaited signals on future monetary policy."
20180103,Gold Prices Steady After Dollar Rebounds Ahead of FOMC Minutes,Gold Prices Steady as Dollar Rebounds and Traders Await Fed Meeting Minutes,"gold, Federal Reserve, economic data, safe-haven, manufacturing","Gold prices held steady despite a stronger dollar and upbeat US economic data, as investors awaited the Federal Reserve’s December meeting minutes for clues on future policy; silver and platinum also rose, while copper and natural gas declined."
20180103,Oil hits new two-and-a-half year highs as higher output looms,"Oil Prices Hit Two-and-a-Half Year Highs Amid Iran Unrest and Strong US, Russian Output","oil prices, Iran unrest, US production, Russia output, Brent crude","Oil prices reached their highest levels since mid-2015, driven by unrest in Iran and strong US and Russian output, but analysts warn prices may fall as supply disruptions ease and production rises."
20180103,Oil Surges Past Shale-Drilling Tipping Point as Glut Shrinks,"Oil Prices Surge Past $61, Paving Way for Increased U.S. Shale Drilling","oil prices, shale drilling, OPEC, crude stockpiles, Dallas Fed survey","Oil prices climbed above $61 a barrel for the first time since 2015, prompting many U.S. shale drillers to consider expanding operations as higher prices meet key investment thresholds identified in a recent Dallas Fed survey. The rise is fueled by expectations of declining U.S. crude stockpiles and ongoing supply cuts by OPEC and its allies."
20180103,OPEC Holds Production Steady as Compliance Exceeds Promised Cuts,OPEC Maintains Steady Oil Output in December Ahead of Extended Supply Cuts,"OPEC, oil production, supply cuts, Libya, Venezuela","OPEC's oil production remained steady at 32.47 million barrels per day in December as the group fully complied with its supply deal, with Libya's decline offset by Nigeria's increase and both now joining new output limits. The group and its allies have extended their output agreement through 2018 to help balance the market."
20180104,Commodities - Natural Gas Futures Turn Negative After Storage Data,US Natural Gas Futures Dip After Smaller-Than-Expected Storage Draw,"natural gas, storage, futures, cold weather, US supply","US natural gas futures fell after government data showed storage levels declined less than expected last week, despite record demand and temporary production disruptions caused by severe cold weather. Total storage remains below last year's levels and the five-year average, but ongoing output growth is expected to limit supply shortages."
20180104,Commodities - WTI Oil Futures Continue to Rally After Crude Inventories,US Crude Oil Prices Hold Gains After Larger-Than-Expected Inventory Draw,"oil inventories, WTI, EIA, OPEC, Iran protests","US crude oil prices remained steady after the EIA reported a larger-than-expected inventory draw, while unrest in Iran and ongoing OPEC-led production cuts continued to support the market despite rising US shale output."
20180104,Commodities' Modest Growth Is Offset by Risk: Shelley Goldberg,Commodity Rally Faces Uncertain 2018 as Growth Prospects Moderate,"commodities, China, US policy, interest rates, dollar","The Bloomberg Spot Commodities Index has reached its highest level since 2014, but analysts expect only modest growth in 2018 due to mixed macroeconomic factors including China's economic trajectory, US policy changes, and global market risks. While some upside remains, unpredictable headwinds and geopolitical uncertainties could limit further gains."
20180104,Crude Oil Prices A Tad Weaker In Asia With SU Rig Count Figures Awaited,Crude Oil Prices Dip in Asia as Market Awaits US Rig Count Data,"crude oil, inventories, US production, rig count, prices","Crude oil prices eased in Asia as traders awaited US rig count data, following a week where US crude inventories fell more than expected but gains were limited by rising gasoline and distillate stocks and increasing production."
20180104,"Crude Oil Prices Continue to Climb, U.S. Inventory Data Ahead",Oil Prices Hit Multi-Year Highs Amid Iran Tensions and Anticipation of US Inventory Data,"crude oil, Iran protests, OPEC cuts, inventory data, Brent","Crude oil prices reached multi-year highs as ongoing protests in Iran and extended OPEC-led production cuts supported the market, while traders awaited US inventory data for further direction."
20180104,Crude Oil Prices Unlikely to Rally in 2018 Despite Positive Start,"Oil Prices Hit Multi-Year Highs, But Analysts Predict Modest 2018 Averages","crude oil, prices, analysts, OPEC, supply","Crude oil prices have reached multi-year highs, but analysts expect 2018 averages to remain in the mid-$50 to low-$60 range due to potential supply increases and uncertainty over production cuts. Current elevated prices are partly driven by concerns about unrest in Iran and strong global demand."
20180104,"Crude Prices Settle Higher, Shrugs Off Huge Gasoline, Distillates Build",Crude Oil Prices Rise as U.S. Stockpiles Fall for Seventh Week Despite Product Inventory Surge,"crude oil, stockpiles, inventories, production, prices","Crude oil prices climbed after U.S. stockpiles fell more than expected for the seventh consecutive week, though gains were limited by sharp increases in gasoline and distillate inventories."
20180104,From Bromance to Break-Up: 4 Ways the OPEC Deal Could End Early,OPEC-Russia Oil Alliance Faces Uncertain Future Amid Rising Prices and Geopolitical Risks,"OPEC, Russia, oil prices, supply disruption, shale","OPEC and Russia’s oil partnership has driven prices to a three-year high, but faces threats from geopolitical tensions, internal disagreements, and rising U.S. shale output that could end the deal early. Four scenarios—including unrest in Iran and Venezuela, Russian pressure to exit, cheating on quotas, and surging shale production—could unravel the alliance."
20180104,Gold Gains In Asia As Investors Look To US Nonfarm Payrolls,Gold Prices Edge Higher in Asia Ahead of US Jobs Report,"gold, US jobs, Federal Reserve, interest rates, dollar","Gold prices rose in Asia as investors awaited US nonfarm payroll data, with gains limited by expectations of further Federal Reserve rate hikes and a weaker dollar supporting the metal."
20180104,Gold Prices Flat as Bullish ADP Report Stokes Rate Hike Expectations,Gold Prices Edge Higher Despite Strong US Jobs Data and Fed Rate Hike Concerns,"gold, Federal Reserve, jobs data, interest rates, precious metals","Gold futures rose slightly as strong US private payroll growth increased expectations for further Federal Reserve rate hikes, though losses were limited by a weaker dollar; silver and platinum also gained, while natural gas prices fell on lower-than-expected storage drawdown."
20180104,Gold Prices Lower after Fed Minutes,Gold Prices Drop as Fed Signals Faster Rate Hikes Amid Stronger Dollar,"gold, Federal Reserve, interest rates, dollar, precious metals","Gold prices fell after the Federal Reserve's December meeting minutes indicated a potential for faster interest rate hikes in 2018, while a rebounding dollar and strong U.S. economic data also pressured the metal. Other precious metals saw mixed movements, with palladium outperforming in 2017 due to supply concerns."
20180104,Gold Prices Still Lower But Downside Seen Limited,Gold Prices Dip as Dollar Remains Weak Following Mixed U.S. Economic Data,"gold, U.S. dollar, economic reports, Federal Reserve, job data","Gold prices edged lower amid mixed U.S. economic data and a vulnerable dollar, with investors awaiting key nonfarm payrolls figures and Fed signals on future rate hikes."
20180104,Key Oil Market Indicator Shows Market Tightest in Three Years,Oil Market Strength Hits Multi-Year High as Cushing Inventories Plunge and Demand Surges,"WTI, Cushing, inventories, OPEC, Brent","WTI futures are trading at their strongest premium in over three years as Cushing inventories fall to the lowest since 2015, driven by robust demand, harsh U.S. winter weather, and ongoing OPEC-led supply cuts, with both WTI and Brent prices reaching highs not seen since 2014."
20180104,"Oil at highest since 2015 on inventory drawdown, Iran unrest",Oil Prices Hit Highest Level Since 2015 Amid Iran Unrest and Falling U.S. Inventories,"oil prices, Iran unrest, U.S. inventories, OPEC cuts, refining activity","Oil prices reached their highest levels since 2015 due to concerns over supply risks from unrest in Iran and a larger-than-expected drop in U.S. crude inventories, despite increased refining activity and rising U.S. production. Cold weather and OPEC-led output cuts also contributed to tightening global supplies."
20180104,Quest for new oil discoveries still on back burner,Oil Majors Maintain Cautious Exploration Spending Despite Rising Prices,"oil exploration, capital discipline, investment, reserves, deepwater","Despite a rebound in oil prices, major oil companies are set to cut exploration spending for a fifth consecutive year in 2018, prioritizing capital discipline and acquisitions over new drilling. Global exploration investment will fall to $37 billion, with activity focusing on established deepwater basins."
20180104,Trump administration aims to open nearly all U.S. offshore to oil drilling,Trump Administration Proposes Expanding Offshore Oil and Gas Drilling to Nearly All U.S. Waters,"offshore drilling, Trump administration, environmental opposition, energy policy, coastal tourism","The Trump administration has proposed opening over 90% of U.S. offshore waters to oil and gas drilling, reversing Obama-era restrictions and sparking strong opposition from coastal states, environmentalists, and the tourism industry. The draft plan, which covers nearly all U.S. coastlines, will undergo a 60-day public comment period before being finalized."
20180104,U.S. places Pakistan on watch list for religious freedom violations,US Places Pakistan on Special Watch List for Religious Freedom Violations,"Pakistan, religious freedom, US State Department, aid, terrorism","The US State Department has placed Pakistan on a special watch list for severe violations of religious freedom and re-designated 10 other countries as ""countries of particular concern,"" amid ongoing tensions over US aid and counterterrorism efforts."
20180105,"China says will limit oil, refined product exports to North Korea",China to Restrict Oil and Metal Exports to North Korea in Compliance with New UN Sanctions,"China, North Korea, UN sanctions, oil exports, missile tests","China announced it will restrict exports of oil and metals to North Korea starting January 6, aligning with new UN sanctions imposed after Pyongyang's recent missile tests. The move follows a UN Security Council resolution capping North Korea's access to petroleum and crude oil."
20180105,Crude Oil Prices Notch Fourth Straight Weekly Win Despite Nearly 1% Slide,Oil Prices Dip as Rising US Output Offsets OPEC Production Cuts,"crude oil, US production, OPEC cuts, oil prices, inventories","Crude oil prices fell on Friday due to concerns over near-record US production, despite deeper OPEC cuts and a significant drop in US crude inventories. The losses were limited by earlier gains from supply disruption fears and tightening US supplies."
20180105,Crude Oil Prices Retreat But Remain Near Multi-Year Peaks,Oil Prices Dip Slightly but Remain Near Multi-Year Highs Amid Supply Cuts and Strong U.S. Inventory Data,"crude oil, supply cuts, inventory data, OPEC, Iran","Crude oil prices edged lower on Friday but stayed close to recent multi-year highs, supported by larger-than-expected U.S. inventory declines, ongoing OPEC-led supply cuts, and political tensions in Iran."
20180105,Gold Prices Pull Back From 4-Month Highs,Gold Retreats from Four-Month High as Dollar Strengthens Ahead of U.S. Jobs Data,"gold, dollar, employment, Federal Reserve, inflation","Gold prices dipped from a four-month high as the U.S. dollar rebounded ahead of key employment data, with mixed economic reports and Fed minutes suggesting continued gradual rate hikes. Silver prices also declined amid the stronger dollar."
20180105,Gold Prices Steady Despite Prospect of Global Monetary Policy Tightening,Gold Holds Steady Despite Subdued US Jobs Data and Global Rate Hike Expectations,"gold prices, US jobs, interest rates, monetary policy, precious metals","Gold prices remained flat as weaker-than-expected US jobs data tempered expectations for aggressive interest rate hikes, while other precious metals saw mixed performance amid ongoing global monetary tightening."
20180105,Investors sense opportunities in Big Oil - but mind the gap,Oil Stocks Poised for Recovery in 2018 Amid Investor Caution and Sector Shifts,"oil stocks, crude prices, dividends, electric vehicles, energy sector","Oil stocks have lagged behind rising crude prices, but improved profits, stronger cash flow, and positive analyst outlooks suggest a potential rebound in 2018, despite ongoing concerns about long-term demand and the impact of electric vehicles. Investors remain cautious, focusing on sustainable dividends and capital discipline as the sector adapts to a changing energy landscape."
20180105,Oil Scores Best Opening Week in Half a Decade as Supply Tightens,Oil Prices Surge to Strongest Start Since 2013 as U.S. Inventories Shrink,"oil prices, U.S. inventories, OPEC, crude futures, shale production","Oil futures posted their best opening week since 2013 as U.S. crude inventories fell sharply, driven by strong demand and OPEC-led supply cuts, though rising American output could challenge further gains."
20180105,Oil slips away from 2015 highs as doubts emerge over rally,Oil Prices Retreat from Three-Year Highs as Rising U.S. Output Counters Iran Tensions,"oil prices, U.S. production, OPEC, Iran, supply cuts","Oil prices dipped after reaching their highest levels since 2015, as increasing U.S. production offset gains driven by OPEC supply cuts and political tensions in Iran. Analysts remain cautious about further price increases, citing robust U.S. output and limited disruption to Iranian supply."
20180105,Saudi Arabia converts Aramco into joint-stock company ahead of historic IPO,Saudi Arabia Converts Aramco to Joint-Stock Company in Major Step Toward Historic IPO,"Aramco, IPO, Saudi Arabia, Vision 2030, oil","Saudi Arabia has restructured Aramco as a joint-stock company, paving the way for a planned IPO that could raise up to $100 billion as part of the kingdom's Vision 2030 economic reform. The government will remain the main shareholder and retain control over production decisions, with the IPO expected in the second half of 2018."
20180107,Crude Oil Edges Up In Asia As US Rig Count Drop Offers Support,Oil Prices Edge Higher as US Rig Count Drops and Iran Protests Stir Market,"crude oil, US rig count, Iran protests, OPEC cuts, oil prices","Crude oil prices rose in Asia as a decline in the US rig count and ongoing protests in Iran supported market sentiment, despite concerns over rising US production. OPEC-led production cuts and strong global demand have also contributed to the recent oil market rally."
20180107,Crude Oil Prices - Weekly Outlook: January 8 - 12,Oil Prices Retreat from Three-Year Highs as U.S. Production Concerns Weigh on Market,"oil prices, U.S. production, OPEC cuts, crude stockpiles, Brent crude","Oil prices fell after reaching three-year highs, pressured by concerns over rising U.S. production despite ongoing OPEC-led supply cuts and geopolitical tensions; market participants are watching upcoming U.S. inventory data for further direction."
20180107,Gold / Silver / Copper Prices - Weekly Outlook: January 8 - 12,"Gold Slips as Investors Take Profits, Dollar Rebounds Despite Weak U.S. Jobs Data","gold, jobs report, Federal Reserve, precious metals, interest rates","Gold prices dipped after reaching multi-month highs as investors took profits and the dollar strengthened, despite a weaker-than-expected U.S. jobs report; attention now turns to upcoming inflation data and Fed commentary for rate hike signals."
20180107,"Gold Prices Down In Asia On Profit-Taking, Eye On Dollar Weakness",Gold Prices Dip in Asia as Investors Take Profits and Monitor Fed Rate Outlook,"gold prices, profit-taking, US jobs data, Federal Reserve, interest rates","Gold prices slipped in Asia due to profit-taking and investor focus on the dollar amid expectations of a gradual Fed rate hike following weaker US jobs data, though the metal still posted a weekly gain. The disappointing jobs report is not expected to change the likelihood of a March rate hike by the Federal Reserve."
20180107,Iraq to export Kirkuk oil to Iran before end-January: Iraqi oil minister,Iraq to Begin Exporting Kirkuk Oil to Iran Under New Swap Deal,"Iraq, Kirkuk, oil exports, Iran, pipeline","Iraq will start exporting 30,000 barrels per day of Kirkuk oil to Iran by truck before the end of January under a new swap agreement, with plans to build a pipeline for future exports. The deal resumes Kirkuk crude sales halted since October and may eventually replace the current export route through Turkey."
20180108,"Crude Oil Gains In Asia As Supply Curbs Bite, API Estimates Awaited",Oil Prices Rise on OPEC Supply Cuts and US Inventory Expectations,"crude oil, OPEC, US inventories, production, prices","Crude oil prices climbed in Asia as OPEC supply cuts and expectations of a US inventory draw supported sentiment, despite rising US production and ongoing geopolitical concerns. Investors await official US inventory data after initial estimates suggest a decline in crude supplies."
20180108,Crude Oil Prices Continue to Trade Near Multi-Year Highs,Oil Prices Hold Near Multi-Year Highs as U.S. Rig Count Falls but Production Concerns Persist,"crude oil, U.S. production, OPEC, oil prices, rig count","Crude oil prices remained near multi-year highs, supported by a drop in U.S. rig counts, but gains were limited by expectations that U.S. production will soon surpass 10 million barrels per day, potentially undermining OPEC-led output cuts."
20180108,Crude Oil Prices Hover Near Multi-Year Peaks,Oil Prices Hold Near Multi-Year Highs as U.S. Rig Count Falls but Production Concerns Persist,"crude oil, U.S. production, OPEC, oil prices, rig count","Crude oil prices remained close to multi-year highs after a drop in U.S. rig counts, but gains were capped by expectations that U.S. production will soon surpass 10 million barrels per day, potentially undermining OPEC-led output cuts."
20180108,"Crude Oil Prices Settle Higher, Shake Off Rising US Production Worries",Oil Prices Rise as US Rig Count Falls and OPEC Maintains Output Cuts,"crude oil, OPEC, US production, rig count, oil prices","Crude oil prices climbed as US rig counts declined despite rising production, while expectations for continued OPEC output cuts supported market sentiment. Brent and US crude futures both posted gains ahead of key inventory reports."
20180108,"Gold Prices Dip In Asia Despite Support From A Weaker Dollar, Japan Wages",Gold Prices Edge Lower Despite Weaker Dollar and Strong Japan Wage Data,"gold, interest rates, Federal Reserve, Japan wages, commodities","Gold prices dipped slightly in Asia despite a weaker dollar and stronger-than-expected Japanese wage data, as investors weighed mixed signals on US monetary policy tightening; other commodities saw mixed movements with silver and copper down, while platinum and natural gas rose."
20180108,Gold Prices Ease From Highs as Dollar Rises on Rate Hikes Expectations,Gold Prices Dip as Dollar Strengthens and Fed Signals Mixed on Rate Hikes,"gold, interest rates, Federal Reserve, monetary policy, commodities","Gold prices slipped from recent highs as the US dollar strengthened and investors weighed mixed signals from Federal Reserve officials on the pace of interest rate hikes, while other precious metals and commodities saw varied movements. Despite expectations of global monetary tightening, some analysts still forecast higher gold prices later in the year."
20180108,Gold Prices Lower as Stronger Dollar Weighs,Gold Prices Drop as Stronger Dollar Offsets Weak U.S. Jobs Report,"gold, dollar, Federal Reserve, interest rates, precious metals","Gold prices fell as a stronger dollar outweighed a disappointing U.S. jobs report, with expectations for further Federal Reserve rate hikes remaining unchanged; other precious metals saw mixed movements, with palladium rising and copper steady."
20180108,Gold Prices Remain Lower on Stronger U.S. Dollar,Gold Prices Dip as Fed Rate Hike Expectations Boost Dollar,"gold prices, US dollar, Fed rate hikes, employment data, silver futures","Gold prices fell as expectations of multiple US interest rate hikes strengthened the dollar, despite weaker-than-expected job growth; silver futures also declined."
20180108,Oil mostly flat as rising U.S. output offsets OPEC worries,Oil Prices Steady Near Three-Year Highs Amid Geopolitical Tensions and Rising US Output,"oil prices, OPEC, US production, geopolitical tensions, shale","Oil prices remained near their highest levels since May 2015 as political unrest in OPEC nations offset expectations of increased US shale production, with analysts noting that the balance between OPEC cuts and US output will continue to drive market sentiment."
20180108,"OPEC won't react to small, short-lived oil supply disruptions: senior OPEC source",OPEC Holds Steady on Oil Output Despite Iran Unrest and Venezuela Crisis,"OPEC, Iran, Venezuela, oil prices, production cuts","OPEC is closely watching unrest in Iran and Venezuela's economic crisis but will only increase oil output if there are significant, sustained supply disruptions; current market fundamentals do not warrant a change in production limits. Oil prices have risen amid tensions, but OPEC remains committed to reducing global inventories."
20180108,"U.S. offers drillers nearly all offshore waters, but focus is on eastern Gulf",Oil Industry Eyes Eastern Gulf of Mexico as Trump Administration Proposes Expanding Offshore Drilling,"offshore drilling, eastern Gulf, Trump administration, oil industry, Pentagon","The Trump administration has proposed opening nearly all U.S. offshore waters to oil and gas drilling, but industry interest is focused on the eastern Gulf of Mexico, which remains off-limits due to military concerns and would require Pentagon approval to access. Other regions in the plan are expected to see limited interest due to higher costs, opposition, and more attractive onshore opportunities."
20180108,U.S. oilfield service firms dust off IPO plans as crude prices surge,US Oilfield Service Firms Eye IPOs as Oil Prices Rebound,"oilfield services, IPO, shale drilling, hydraulic fracturing, crude prices","US oilfield service companies are preparing for initial public offerings after a rebound in oil prices, with Liberty Oilfield Services leading the way and several others updating filings in anticipation of strong investor demand. The improved market follows a period of shelved IPOs and rising activity in shale drilling and hydraulic fracturing."
20180109,API Says US Crude Stocks Fell 11.190 Million Barrels Last Week,US Crude Oil Inventories Drop Sharply as Gasoline and Distillate Stocks Rise,"crude oil, API, inventories, gasoline, distillate","US crude oil inventories fell by 11.19 million barrels last week, far exceeding analyst expectations, while gasoline and distillate stocks both saw significant increases according to API data. Official figures from the Energy Information Administration are expected Wednesday."
