Date,Original Headline,Generated Headline,Keywords,Generated Summary
20150105,"Gold prices dip in Asia with euro, Greece political turmoil eyed",Gold Prices Steady as Dollar Strengthens Amid Eurozone and Oil Market Turmoil,"gold, dollar, eurozone, oil prices, Federal Reserve","Gold prices remained steady as investors focused on the strengthening dollar and eurozone uncertainty, while oil prices hit a five-year low and attention turned to upcoming U.S. economic data. Silver and copper also saw declines amid concerns over global economic growth and potential Fed interest rate hikes."
20150105,Natural gas futures surge 5% on cold weather outlook,US Natural Gas Prices Surge as Cold Weather Boosts Heating Demand,"natural gas, prices, weather, demand, storage","US natural gas prices jumped over 5% as forecasts for colder weather are expected to increase heating demand, with storage levels remaining below average and a significant inventory draw anticipated. Crude oil and heating oil prices, meanwhile, declined on the New York Mercantile Exchange."
20150105,NYMEX crude rebounds in Asia with U.S. stocks data in focus,Oil Prices Rebound Slightly Ahead of Key U.S. Inventory Data,"crude oil, prices, OPEC, supply glut, U.S. inventory","Crude oil prices edged up in early Asia trading after hitting multi-year lows, as investors awaited U.S. inventory data and continued to monitor OPEC's decision to maintain production levels amid a global supply glut."
20150105,Oil futures extend drop to 5-1/2 year lows amid oversupply concerns,Oil Prices Hit Five-Year Lows Amid Global Supply Glut and Stronger Dollar,"oil prices, Brent crude, supply glut, OPEC, US dollar","Oil futures fell to their lowest levels since 2009 as global oversupply and a stronger US dollar continued to pressure prices, with both Brent and WTI experiencing their sixth consecutive weekly decline. Investors are now watching upcoming US economic data and Federal Reserve minutes for further market direction."
20150105,"Saudi slashes monthly oil prices to Europe; trims U.S., ups Asia","Saudi Arabia Slashes Oil Prices for Europe, Raises Rates for Asia Amid Market Share Battle","Saudi Aramco, oil prices, Europe, Asia, market share","Saudi Arabia cut oil prices for European buyers to the lowest since 2009 while raising prices for Asia, signaling a focus on defending market share amid falling global crude prices. Analysts say the move reflects both market conditions and strategic positioning in key regions."
20150105,Wheat futures rally amid frigid U.S. weather conditions,U.S. Wheat Futures Rebound on Crop Damage Fears; Soybeans and Corn Also Edge Higher,"wheat futures, crop damage, soybeans, corn prices, Midwest weather","U.S. wheat futures rose after four sessions of declines due to concerns over cold weather damaging crops, while soybeans and corn also saw modest gains following recent losses driven by strong global supply."
20150105,"WTI approaches $50 a barrel, Brent below $54 on supply glut fears",Oil Prices Plunge to Lowest Levels Since 2009 Amid Supply Glut and Strong Dollar,"oil prices, supply glut, WTI, Brent, US dollar","WTI and Brent crude oil futures fell to their lowest levels since 2009 as oversupply concerns and a stronger US dollar drove prices down, with both benchmarks experiencing their sixth consecutive weekly decline. Investors are now watching upcoming US economic data and Federal Reserve minutes for further market direction."
20150106,"Brent falls more, Saudi Arabian king issues speech",Oil Prices Hit 5-1/2 Year Lows as Global Supply Glut Deepens,"oil prices, Saudi Arabia, supply glut, Brent crude, Europe","Oil prices dropped to their lowest levels since 2009 amid intensified concerns over a global supply glut, with Saudi Arabia cutting official selling prices and no sign of output reductions despite rising production from Russia and Iraq. Weak European demand and a stronger dollar further pressured prices, overshadowing geopolitical tensions and lower U.S. drilling activity."
20150106,Copper holds near 4-1/2 year low in risk-off trade,Copper Prices Hover Near Four-Year Lows Amid Greece Uncertainty and Strong Dollar,"copper, Greece, dollar, commodities, oil","Copper prices remained near their lowest levels since 2010 as concerns over Greece's potential euro zone exit and a strong US dollar weighed on commodities, while oil prices also continued to decline on supply glut fears."
20150106,Gold extends gains into third session with Greece in focus,Gold Rises for Third Straight Session as Greece Eurozone Fears Boost Safe-Haven Demand,"gold, Greece, euro zone, oil prices, Federal Reserve","Gold futures climbed for a third consecutive session amid heightened safe-haven demand due to concerns over Greece potentially exiting the euro zone, while oil prices continued to fall and investors awaited key U.S. economic data."
20150106,Gold futures hit 3-week high amid Greece uncertainty,Gold Hits Three-Week High Amid Greek Uncertainty and Oil Market Losses,"gold futures, Greece, oil prices, Syriza, Federal Reserve","Gold futures reached their highest level in nearly three weeks as uncertainty over Greece's euro zone future and steep oil market losses drove investor demand, while attention turns to upcoming U.S. economic data and Fed meeting minutes. Copper and oil prices continued to decline amid global economic concerns."
20150106,"Gold prices dip with focus on Greece, euro, Fed minutes",Gold Prices Dip in Asia as Investors Monitor Greece and Await Fed Minutes,"gold, Greece, Federal Reserve, interest rates, safe-haven","Gold prices edged lower in Asia as investors watched developments in Greece and awaited Federal Reserve minutes for clues on potential interest rate hikes, while silver and copper also saw slight declines."
20150106,Natural gas futures fluctuate near 28-month low with weather in focus,US Natural Gas Prices Fluctuate Amid Volatile Trading and Shifting Weather Forecasts,"natural gas, prices, weather forecasts, storage, heating demand","US natural gas prices saw volatile trading as investors reacted to changing weather forecasts, with prices hovering near multi-year lows and storage levels remaining below average. The market is closely watching upcoming weather patterns and the latest storage report for further direction."
20150106,NYMEX crude dips in early Asia despite strong API fall in crude stocks,Oil Prices Slide Despite U.S. Inventory Drop as Global Supply Glut Persists,"crude oil, inventories, Brent, OPEC, supply glut","Crude oil prices fell in early Asian trading despite a drop in U.S. inventories, as concerns over global oversupply and weak demand continued to pressure the market, with Brent and WTI both hitting multi-year lows. Investors remain cautious amid uncertainty over Greece and OPEC's decision to maintain production levels."
20150106,"NYMEX crude reverses course in Asia, up on strong API data","Oil Prices Edge Higher in Asia After U.S. Inventory Data, But Global Benchmarks Remain Weak","crude oil, inventories, Brent, OPEC, shale","Crude oil prices saw a slight rebound in Asia following a reported drop in U.S. crude stocks, but global benchmarks remain under pressure due to oversupply concerns and OPEC's decision to maintain output levels. Investors remain cautious amid a strong U.S. dollar and uncertainty over Greece's euro zone future."
20150106,Wheat futures extend rally as U.S. cold blast threatens crops,US Wheat Futures Climb on Cold Weather Crop Concerns,"wheat, corn, soybeans, crop damage, Midwest","U.S. wheat futures rose for a second day due to fears of crop damage from cold weather in the Midwest, while corn prices also increased and soybeans dipped slightly after recent volatility."
20150106,"WTI falls to $48.50, Brent below $52 as rout continues",Oil Prices Plunge to Five-Year Lows as Supply Glut and Strong Dollar Weigh on Market,"oil prices, supply glut, WTI, Brent, US dollar","WTI and Brent crude oil prices fell to their lowest levels since 2009 amid concerns over a global supply glut, a strong US dollar, and uncertainty in financial markets, with traders awaiting new US inventory data for further direction."
20150106,WTI oil futures trade near $49 a barrel amid bearish sentiment,Oil Prices Slide to Six-Year Lows Amid Global Supply Glut and Strong Dollar,"oil prices, WTI, Brent, supply glut, US dollar","WTI and Brent crude oil prices fell to their lowest levels since April 2009 due to persistent global oversupply and a strong US dollar, following OPEC's decision to maintain production targets. The decline was further exacerbated by the US shale boom and diverging central bank policies."
20150107,Brent oil plunges below $50 a barrel for first time since May 2009,Brent Oil Drops Below $50 for First Time Since 2009 Amid Global Supply Glut,"Brent oil, crude prices, OPEC, US dollar, oil inventories","Brent oil futures fell below $50 a barrel for the first time since 2009 due to oversupply concerns, OPEC's decision to maintain output, and a strong US dollar; traders awaited US inventory data for further market direction."
20150107,"Brent oil slips below $50 on mounting glut, slack demand",Brent Crude Drops Below $50 as Global Oil Glut and Weak Demand Drive Prices Down,"oil prices, Brent crude, supply glut, OPEC, deflation","Brent crude oil prices fell below $50 a barrel for the first time since 2009 due to a global supply glut and weak demand, with no signs of production cuts from OPEC and growing fears of deflation. Prices have dropped over 57% since last June, raising concerns about further declines and economic impacts."
20150107,Copper futures trade near 4-1/2 year low as stronger dollar weighs,Copper Prices Near Four-Year Lows as Strong Dollar and Greek Uncertainty Weigh on Markets,"copper, US dollar, Greece, commodities, oil prices","Copper prices hovered at their lowest levels since 2010 due to a strong US dollar and concerns over Greece's potential euro zone exit, while gold and oil also declined amid global economic uncertainty."
20150107,Gold futures dip but hold near 3-week high ahead of Fed minutes,Gold Holds Near Three-Week High as Investors Await Fed Minutes and Monitor Global Market Volatility,"gold futures, Federal Reserve, oil prices, US dollar, Greece","Gold futures remained close to a three-week high as investors awaited the Federal Reserve’s meeting minutes and monitored global market volatility, while oil prices hit multi-year lows and the US dollar strengthened. Silver and copper prices also declined amid ongoing economic uncertainty."
20150107,Gold hits session lows after upbeat ADP data,"Gold Prices Slide as Strong U.S. Jobs Data Lifts Dollar, Weighs on Metals","gold, jobs report, Federal Reserve, oil prices, US dollar","Gold futures fell to session lows after U.S. private employment data exceeded expectations, strengthening the dollar and pressuring metals, while oil prices rebounded from multi-year lows. Investors awaited Federal Reserve meeting minutes for further policy direction."
20150107,Gold prices gain in Asia as market notes patience by Fed on higher rates,Gold Prices Edge Higher as Fed Signals Patience on Interest Rate Hikes,"gold, Federal Reserve, interest rates, employment, safe-haven","Gold prices rose modestly as the Federal Reserve indicated a patient approach to raising interest rates, while strong U.S. employment data and concerns over Greece supported safe-haven demand. Silver and copper also saw slight gains in early Asian trading."
20150107,Natural gas futures waver as traders weigh shifting weather forecasts,US Natural Gas Prices Fluctuate Amid Weather Uncertainty and Storage Data Anticipation,"natural gas, prices, weather, storage, demand","US natural gas prices saw volatile trading as investors weighed shifting weather forecasts and awaited storage data, with near-term demand boosted by cold in the Northeast and Midwest but tempered by warmer extended forecasts. Storage levels remain below both last year and the five-year average."
20150107,"NYMEX crude gains in Asia on U.S. stocks drop, patient Fed stance",Crude Oil Prices Edge Higher in Asia Amid Fed Patience and Unexpected U.S. Inventory Drop,"crude oil, Federal Reserve, inventories, Brent, employment","Crude oil prices rose in Asia after the Federal Reserve signaled patience on rate hikes and U.S. crude inventories unexpectedly fell, despite surges in gasoline and distillate supplies. Brent prices remained near multi-year lows as OPEC maintained output targets and U.S. production stayed high."
20150107,Soybean futures up for third day on South America crop concerns,U.S. Soybean Futures Climb on South American Crop Concerns,"soybeans, futures, Argentina, dry weather, crop yields","U.S. soybean futures rose for a third straight session as dry weather in Argentina threatened crop yields, potentially boosting demand for American supplies; corn and wheat prices saw smaller movements amid ongoing weather concerns in the U.S."
20150107,WTI oil futures trim gains after U.S. supply data,Oil Prices Rebound After Hitting Multi-Year Lows Despite Unexpected U.S. Inventory Drop,"oil prices, crude inventories, gasoline stocks, Federal Reserve, OPEC","U.S. oil prices rebounded after hitting lows not seen since 2009, as crude inventories unexpectedly fell but gasoline and distillate supplies surged, while a strong dollar and OPEC's output policy continued to pressure the market. Investors are watching for further signals from the Federal Reserve and upcoming jobs data."
20150108,"Copper futures rise on ECB hopes, upbeat U.S. outlook",Copper Prices Rise on Hopes for ECB Stimulus and Strong U.S. Economic Data,"copper, ECB, U.S. economy, gold, oil","Copper prices climbed as expectations for European Central Bank stimulus and strong U.S. job data boosted sentiment, while gold and silver slipped and oil prices edged higher amid market volatility."
20150108,Gold futures edge lower ahead of U.S. data,Gold Slips as Investors Await Key U.S. Economic Data and Fed Policy Signals,"gold, U.S. economy, interest rates, oil prices, Federal Reserve","Gold prices edged lower as investors awaited key U.S. economic data and anticipated higher interest rates, while oil prices rebounded and the U.S. dollar reached a nine-year high."
20150108,Gold futures turn positive after jobless claims miss,Gold Prices Edge Higher as US Jobless Claims Fall Less Than Expected,"gold, jobless claims, US economy, interest rates, oil prices","Gold futures rose after US jobless claims declined less than anticipated, while expectations of higher interest rates and a strong dollar continued to weigh on precious metals and oil prices saw a modest rebound."
20150108,Gold prices dip in Asia with focus on upcoming U.S. jobs data,Gold Prices Slip as Investors Await Key U.S. Jobs Data and Fed Rate Hike Signals,"gold, jobs data, Federal Reserve, interest rates, metals","Gold prices dipped as investors awaited U.S. non-farm payrolls data, which could influence Federal Reserve interest rate decisions, while other metals saw mixed trading amid global economic expectations."
20150108,Natural gas futures edge higher after storage data,US Natural Gas Futures Rise After Larger-Than-Expected Storage Draw,"natural gas, futures, storage, demand, weather","US natural gas futures climbed nearly 1% after the Energy Information Administration reported a larger-than-expected storage draw, with cold weather forecasts boosting near-term demand despite expectations of milder temperatures later in January."
20150108,"No chance of OPEC output cut, even after oil dips below $50: Gulf delegates",Saudi Arabia and Gulf OPEC Members Stand Firm on Oil Output Despite Price Drop,"OPEC, oil prices, Saudi Arabia, production cuts, shale oil","Saudi Arabia and its Gulf OPEC allies are refusing to cut oil production despite prices falling below $50 a barrel, aiming to defend market share against U.S. shale and other competitors. This stance has deepened divisions within OPEC, as non-Gulf members push for output cuts to stabilize prices."
20150108,NYMEX crude jumps in Asia on rebound ahead of U.S. jobs data,Crude Oil Prices Rise Ahead of U.S. Jobs Data Amid Ongoing Market Surplus,"crude oil, jobs data, OPEC, Brent, shale boom","Crude oil prices climbed ahead of U.S. jobs data expected to show economic strength, while global oil markets remain pressured by OPEC's decision to maintain output and a U.S. shale production surge."
20150108,Oil holds as traders search for floor to rout; Brent above $50,Oil Prices Steady After Four-Day Slump as Traders Weigh Market Outlook,"oil prices, crude glut, U.S. jobs, Brent crude, supertankers","Global oil prices stabilized after a four-day decline, supported by strong U.S. jobs data and hopes for European stimulus, but traders remain cautious amid ongoing oversupply and storage buildup. Major trading firms are booking supertankers to store excess crude, signaling continued market uncertainty."
20150108,Wheat near 1-month low amid easing concerns over U.S. crops,U.S. Wheat Futures Hit One-Month Low as Crop Damage Fears Ease; Corn and Soybean Prices Mixed,"wheat futures, crop damage, corn prices, soybean exports, Argentina","U.S. wheat futures fell to a one-month low as concerns over cold weather damage eased, while corn and soybean prices saw modest gains amid dry weather forecasts in Argentina that could impact global supply."
20150108,"WTI crude, Brent oil futures turn negative in volatile trade",Oil Prices Slip Amid Global Supply Glut and Stronger US Dollar,"oil prices, supply glut, US dollar, OPEC, Brent crude","Oil prices fell in volatile trading as global oversupply and a stronger US dollar weighed on the market, despite a recent drop in US inventories. Both Brent and WTI crude remain near multi-year lows after OPEC maintained its production targets."
20150108,"WTI oil futures hold gains, Brent above $51 as sentiment recovers",Oil Prices Rebound as Investors Return and U.S. Inventories Fall,"oil prices, WTI, Brent, inventories, quantitative easing","Oil prices rebounded with WTI and Brent both rising as investors closed out short positions, supported by a surprise drop in U.S. crude inventories and expectations of European Central Bank stimulus. Improved U.S. jobs data also boosted market sentiment."
20150109,Crude oil futures re-approach more than 5-year lows,Crude Oil Prices Slide Near Five-Year Lows Amid Global Supply Glut,"crude oil, supply glut, OPEC, US dollar, Brent","Crude oil futures fell close to five-year lows as global oversupply and OPEC's decision to maintain output continued to pressure prices, despite a recent unexpected drop in US oil inventories. The US dollar remained strong, further weighing on oil markets."
20150109,"Gold higher, but gains limited by strong dollar",Gold Prices Edge Higher Amid Strong U.S. Labor Data and Rate Hike Expectations,"gold, U.S. jobs, interest rates, dollar index, metals","Gold prices rose slightly as strong U.S. labor data boosted expectations for higher interest rates, limiting further gains; the dollar remained strong while silver was steady and copper slipped."
20150109,"Oil hits April 2009 low, then pares loss on U.S. oil rig data",Oil Prices Hit Six-Year Lows Before Recovering on Sharp Drop in U.S. Drilling Rigs,"oil prices, Brent crude, U.S. drilling rigs, Baker Hughes, production","Global oil prices fell to their lowest levels since April 2009 before rebounding slightly after Baker Hughes reported the largest weekly drop in U.S. drilling rigs in 24 years, signaling potential future supply reductions. Despite the price drop, analysts suggest most global production remains viable even at lower prices."
20150111,Crude oil futures - weekly outlook: January 12 - 16,Brent Oil Hits Five-Year Low Amid Global Supply Glut and Falling US Rig Count,"Brent crude, WTI, oil prices, OPEC, US jobs","Brent oil prices fell to their lowest level since 2009 due to oversupply and OPEC's decision to maintain output, while US oil rig counts saw their largest weekly drop since 1991 and US wage growth unexpectedly declined."
20150111,Gold / Silver / Copper futures - weekly outlook: January 12 - 16,Gold Hits Four-Week High as Weak U.S. Wage Data Eases Rate Hike Fears,"gold, U.S. jobs, interest rates, copper, China","Gold prices rose to a four-week high after U.S. wage data suggested the Federal Reserve may delay rate hikes, while copper fell to a five-year low on weak Chinese producer prices, raising concerns about global economic growth."
20150111,Gold prices gain in early Asia as dollar index eases,Gold Edges Higher as Dollar Slips and Investors Eye U.S. Economic Data,"gold, dollar, jobs report, China, commodities","Gold prices rose slightly amid a weaker dollar and profit-taking after U.S. jobs data showed falling wages, while concerns over China's economic slowdown weighed on copper prices. Investors are now focused on upcoming U.S. retail sales and economic reports for further direction."
20150111,Grain futures - weekly outlook: January 12 - 16,"US Corn and Soybean Futures Climb Ahead of USDA Report, Wheat Falls on Easing Weather Concerns","corn, soybeans, wheat, USDA report, futures","US corn and soybean futures rose this week as traders positioned ahead of a key USDA report and concerns grew over South American crop conditions, while wheat prices fell due to reduced weather worries in the U.S. Midwest and Great Plains. The USDA is set to release major supply, demand, and crop area estimates on January 12."
20150111,Natural gas futures - weekly outlook: January 12 - 16,US Natural Gas Futures Edge Higher Amid Mixed Weather Outlook and Ongoing Supply Concerns,"natural gas, futures, weather forecasts, storage, energy prices","US natural gas futures rose slightly on Friday as investors weighed shifting weather forecasts and storage data, but prices still posted a seventh straight weekly decline due to mild winter conditions and high production. The EIA reported a larger-than-expected storage draw, while overall inventories remain above last year's levels."
20150111,NYMEX crude falls sharply in Asia as oversupply worries grow,Crude Oil Prices Plunge Amid Oversupply Fears and Weak Global Demand,"crude oil, oversupply, Brent, U.S. rigs, OPEC","Crude oil prices fell sharply in Asia due to oversupply concerns and weak demand, with Brent and WTI futures hitting multi-year lows as OPEC maintained output and U.S. rig counts dropped. Investors are watching upcoming U.S. economic reports for further market direction."
20150112,"Copper drops to 5-year low on demand concerns, stronger dollar",Copper Prices Hit Five-Year Low Amid Global Demand Concerns and Stronger Dollar,"copper, global demand, US dollar, commodities, China","Copper prices fell to their lowest level since 2009 due to concerns over slowing global demand, particularly from China, and a stronger US dollar, while gold and silver prices rose and oil prices tumbled to multi-year lows."
20150112,Copper futures trade near lowest since October 2009,Copper Prices Near Five-Year Lows Amid Global Demand Concerns and Strong Dollar,"copper prices, global demand, US dollar, commodities, oil prices","Copper prices hovered near five-year lows due to concerns over slowing global demand, particularly from China, and a strong US dollar, while oil prices also fell sharply following a reduced forecast from Goldman Sachs. Gold and silver prices edged higher, and US job growth exceeded expectations despite weak wage gains."
20150112,Crude oil extends sell-off as bearish sentiment dominates,Oil Prices Plunge to Multi-Year Lows as Supply Glut and Weak Demand Persist,"crude oil, price forecast, supply glut, Goldman Sachs, commodities","Crude oil futures fell sharply to their lowest levels since 2009 as investors anticipated further price declines amid oversupply and reduced demand, with major banks slashing their price forecasts for 2015. A strong US dollar and weak global economic signals also pressured other commodities, including gold and copper."
20150112,Gold climbs to 4-week high as oil rout continues,Gold Hits Four-Week High as Investors Flee Falling Oil Prices and Fed Rate Hike Expectations Ease,"gold, oil prices, Federal Reserve, interest rates, US dollar","Gold prices climbed to a four-week high as investors sought safety from plunging oil prices and speculated that weak US wage growth would prompt the Federal Reserve to delay interest rate hikes. Meanwhile, the US dollar remained strong and the euro weakened on expectations of European Central Bank stimulus."
20150112,Gold eases in Asia as investors eye sharp falls in commodity complex,Gold Prices Dip as Oil and Copper Slide Amid Global Demand Concerns,"gold, copper, crude oil, demand, Asia","Gold prices edged lower in Asia as crude oil and copper also declined, driven by concerns over global demand and a stronger U.S. dollar, with copper hitting a five-year low following weak Chinese inflation data."
20150112,Natural gas futures tumble 3% on mild weather outlook,US Natural Gas Prices Drop Sharply as Milder Weather Forecasts Ease Demand,"natural gas, prices, weather, storage, demand","US natural gas prices fell 3.65% as forecasts predicted milder weather later in January, reducing demand after a recent cold snap; storage levels remain above last year's but below the five-year average."
20150112,NYMEX crude dips further in early Asia trade with U.S. stocks data ahead,Oil Prices Slide Further as Banks Slash Forecasts and Supply Glut Fears Persist,"crude oil, price forecast, supply glut, Brent, OPEC","Crude oil prices continued to fall in Asia amid major forecast downgrades by leading banks and ongoing concerns about oversupply, with investors awaiting key U.S. inventory data for further direction."
20150112,Oil tumbles 5 percent to new low on Goldman price forecast cut,Oil Prices Plunge Over 5% as Goldman Sachs Slashes Forecasts and Gulf Producers Hold Firm,"oil prices, Goldman Sachs, OPEC, refinery outages, shale production","Oil prices fell more than 5% to near six-year lows after Goldman Sachs cut its forecasts and Gulf producers showed no sign of reducing output, while U.S. refinery outages added to market concerns. Despite declining shale investments, production remains high and OPEC members remain divided on how to address the price slump."
20150112,U.S. wheat futures hold near 6-week low ahead of USDA reports,U.S. Wheat Futures Steady Near Six-Week Low Ahead of USDA Reports,"wheat futures, USDA, grain stocks, corn prices, soybean market","U.S. wheat futures remained near a six-week low as traders awaited key USDA supply and demand data, while corn and soybean prices saw modest movements amid shifting crop concerns and demand signals."
20150112,"Venezuela, Iran plea for oil cut hits Gulf OPEC brick wall",Gulf OPEC Members Resist Calls for Oil Output Cuts Despite Pressure from Venezuela and Iran,"OPEC, oil output, Venezuela, Gulf states, prices","Venezuela and Iran's efforts to persuade OPEC's Gulf members to cut oil production have failed, as the Gulf states maintain their stance despite falling prices. OPEC will reassess the situation at its next meeting in June, with no plans for an earlier gathering."
20150112,"WTI, Brent trade near 5-1/2 year lows after Goldman cuts forecast",Oil Prices Plunge to Six-Year Lows as Goldman Sachs Slashes Forecasts,"oil prices, Goldman Sachs, Brent crude, WTI, global supply","Oil futures for WTI and Brent fell to their lowest levels since 2009 after Goldman Sachs and Societe Generale sharply cut their 2015 price forecasts, citing rising global supplies and high inventories. Both benchmarks have dropped over 50% since June amid weak demand and OPEC's decision not to cut output."
20150113,Copper plunges to 5-year low despite China trade data,Copper Prices Plunge to Five-Year Low Despite Strong Chinese Trade Data,"copper, China, commodities, US dollar, oil prices","Copper prices fell to their lowest level since 2009 as strong Chinese trade data failed to boost sentiment, with a strong US dollar and weak oil prices further weighing on commodities markets. Gold and silver prices rose, while oil continued its decline amid concerns over global oversupply."
20150113,Copper prices plunge in Asia with sell off above 4%,Copper Prices Plunge in Asia Amid Ongoing Demand Concerns in China,"copper, China, demand, imports, prices","Copper prices in Asia fell sharply to their lowest level since 2009, as weak Chinese import data and ongoing demand concerns overshadowed strong trade figures. Despite a steady volume of copper imports, investor sentiment remained negative due to sluggish domestic demand in China."
20150113,Gold futures trim gains but hold near 12-week high,Gold Hits 12-Week High as Oil Prices Slide and Dollar Strengthens,"gold, oil prices, US dollar, stock markets, China trade","Gold reached a 12-week high before paring gains as the US dollar strengthened and stocks rebounded, while oil prices continued to fall and China’s trade data showed weak domestic demand. Silver and copper saw mixed movements, with silver rising and copper dropping to its lowest level since 2009."
20150113,Gold hits 12-week high as oil extends sell-off,Gold Hits 12-Week High as Investors Flee Oil Slump and Fed Rate Hike Fears Ease,"gold, oil prices, Federal Reserve, safe-haven, commodities","Gold surged to a 12-week high as investors sought safety from plunging oil prices and speculation grew that the Federal Reserve will delay interest rate hikes; meanwhile, silver and copper saw mixed trading amid global economic concerns."
20150113,"Gold prices dip in Asia with physical demand eyed from India, China",Gold Prices Dip in Asia as Physical Demand Offers Support Amid Market Volatility,"gold prices, physical demand, interest rates, China trade, copper futures","Gold prices fell in Asia despite support from jewelry demand in India and China, while copper futures plunged to multi-year lows as strong Chinese trade data failed to boost sentiment. The market remains focused on U.S. interest rate expectations and global economic signals."
20150113,Natural gas futures rebound after hitting 2-year low,US Natural Gas Prices Rebound After Hitting Two-Year Low Amid Mild Winter,"natural gas, prices, storage, weather, production","US natural gas prices rose 2.83% after reaching their lowest level since 2012, as investors sought bargains despite continued weak demand and high production due to mild winter weather. Analysts expect the upcoming storage report to show a decline, with inventories still above year-ago levels."
20150113,NYMEX crude oil dips further in Asia as API shows solid build,Oil Prices Slide as US Inventories Rise and Goldman Sachs Cuts Forecasts,"crude oil, Goldman Sachs, price forecast, US inventories, OPEC","Crude oil prices fell further amid rising US inventories and a sharp cut in 2015 price forecasts by Goldman Sachs, with ongoing concerns about global oversupply and weak demand. Brent and WTI futures both declined, as traders awaited new US stockpile data and OPEC showed no signs of reducing output."
