Date,Original Headline,Keywords,Keyword-Constrained Headline,Generated Headline,Academic-style Headline,Generated Summary
20170103,"Crude pulls about face, tumbles as Genscape data shows Cushing build","crude inventories, oil prices, OPEC deal, Cushing hub, drilling activity",Oil Prices Fall as Genscape Data Shows Large Build in Cushing Crude Inventories,Oil rally stumbles after U.S. crude inventories build,Crude Oil Prices Decline Following Significant Inventory Build at Cushing Hub,Oil prices fall after hitting 18-month highs due to large crude inventory buildup at Cushing
20170103,Gold price settles higher on Tuesday,"gold, silver, dollar, Fed, John Allison","Gold Prices Climb as Fed Speculation Grows, Dollar Stays Strong",Gold and Silver Prices Increase Amid Dollar Strength,Gold and Silver Prices Rise in Response to Strong Dollar Amid Speculation of Fed Vice Chair Nominee,Gold and silver rise while the dollar remains strong; speculation over John Allison as potential Fed nominee
20170103,Gold prices dip in Asia with Fed minutes eyed for policy views,"gold, dollar, Federal Reserve, interest rates, John Allison",Dollar Strength Weighs on Gold Prices as Market Awaits Fed Minutes,Gold Prices Dip Amid Strong Dollar and Awaited Fed Minutes,Federal Reserve's Potential Leadership Changes and Market Implications Analysis,"Gold prices ease in Asia due to a strong dollar, while investors await Federal Reserve minutes, with potential changes in leadership under discussion."
20170103,Gold slips as dollar jumps to 15-year highs,"Gold, U.S. dollar, interest rates, Trump Administration, manufacturing",Gold Prices Slip as U.S. Dollar Rallies on Interest Rate Hike Prospects,Gold Prices Decline Amid Stronger Dollar and Interest Rate Hike Expectations,Analysis of Gold Price Trends Amid Renewed U.S. Dollar Strength and Interest Rate Speculations,"Gold edges lower while the U.S. dollar strengthens, reflecting interest rate hike expectations and broad manufacturing growth"
20170103,Gold ticks higher in positive start to 2017,"Gold prices, U.S. interest rates, U.S. dollar, Wall Street, China manufacturing",Strengthening U.S. Dollar and Rising Interest Rates Keep Gold Gains Limited,Gold remains under pressure as U.S. dollar strengthens and interest rates rise,The Impact of U.S. Monetary Policy on Gold Prices and Market Sentiments,Gold prices inch higher but remain subdued with rising U.S. interest rates
20170103,NYMEX crude rebounds in Asia with API estimates ahead,"crude oil, dollar gains, Federal Reserve, OPEC, Brent crude","Crude Oil Prices Rebound as Dollar Gains Pause, Investors Await Federal Reserve Minutes",Crude Oil Prices Rally Amid OPEC Cuts and Federal Reserve Speculations,Analyzing Impact of Federal Reserve Minutes and OPEC Cuts on Crude Oil Prices,"Crude oil prices rise in Asia as dollar slows, investors eye Federal Reserve minutes"
20170103,Oil business seen in strong position as Trump tackles tax reform,"Big Oil, tax reform, gasoline prices, border adjustability, Trump administration",Big Oil Braces for Impact as Trump Administration Weighs Tax Reform,Oil Sector Faces Uncertain Future Amid Controversial Tax Reform Proposals,Tax Reform's Implications on the U.S. Oil Industry: A Critical Analysis,Big Oil may mitigate tax reform fallout due to Trump's pro-energy cabinet and Congress ties.
20170103,Oil hits 18-month highs as markets eye output cuts,"Oil prices, OPEC deal, production cuts, Brent crude, global supply glut",Oil Prices Surge to 18-Month Highs as OPEC Deal Sparks Hope for Global Supply Reduction,Oil prices reach highest levels in 18 months on OPEC deal optimism,OPEC and Non-OPEC Agreements Drive Significant Increase in Global Oil Prices,Oil prices hit 18-month highs as OPEC and Russia cut production to reduce global supply glut
20170103,Oil jumps to highest since July 2015 as markets eye output cuts,"oil prices, OPEC deal, production cuts, U.S. shale, crude oil",OPEC Deal Drives Sharp Rise in Oil Prices as Traders Watch Production Cuts,Oil Surges as OPEC Deal Reaches Milestone,Market Analysis of Oil Price Surge Following OPEC and Non-OPEC Production Cuts Agreement,"Oil prices jump after landmark OPEC production cut deal, but U.S. shale concerns persist"
20170103,Oil prices hit 18-month highs with output cut deal in focus,"oil prices, production cut, global supply glut, Brent crude, OPEC deal",Oil Prices Surge to 18-Month High as OPEC Deal Spurs Optimism,Oil Prices Soar to 18-Month Peak Amid Production Cut Hopes,Crude Oil Markets React to OPEC and Non-OPEC Production Cut Agreement,Oil prices hit 18-month highs on hopes production cuts will rebalance markets
20170103,Strong dollar sends oil prices down on Tuesday,"oil prices, Brent oil, strong dollar, natural gas, asset sales",Oil Prices Drop as Strong Dollar Gains Momentum,Oil Prices Dip as Stronger Dollar Influences Market Trends,Analysis of Recent Decline in Oil Prices Amid Stronger Dollar and Strategic Asset Sales,Oil and Brent prices fall due to a stronger dollar and strategic asset sales in the energy sector
20170103,U.S. natural gas sinks 8% on forecasts for warm January weather,"warmer weather, natural gas futures, heating demand, storage data, above normal temperatures",Warmer Weather Forecasts Drive Down Natural Gas Futures as Heating Demand Slows,Natural Gas Prices Plunge on Warmer Weather Forecasts and Lower Heating Demand,Market Response to Warmer Weather: A 8.6% Decline in Natural Gas Futures in Early 2017,"U.S. natural gas futures drop 8.6% amid warmer weather forecasts, reducing heating demand"
20170103,WTI crudes rises above $55 for first time in 18 months,"Oil prices, OPEC deal, production cuts, U.S. shale, global supply",Oil Prices Hit 18-Month High on OPEC Deal and Production Cuts,Oil Prices Surge to Highest Levels Since July 2015,Impact of OPEC Deal on Global Oil Prices: A Market Analysis,"Oil prices surge as OPEC cuts production, but U.S. shale drilling may offset gains"
20170104,API reports more than expected 7.4 mln barrels crude drop,"crude oil inventories, American Petroleum Institute, U.S. Department of Energy, gasoline supplies, distillate stocks","Crude Oil Inventories Drop More Than Expected, API Reports",American Petroleum Institute Reports Significant Drop in Oil Inventories,Analysis of Weekly Fluctuations in Crude Oil Inventories and Fuel Supplies by API,API reports larger-than-expected 7.4 million barrel drop in crude oil inventories last week
20170104,"Brent, NYMEX fall in Asia after early gains on API estimates","Crude prices, API report, Chinese PMI, U.S. Department of Energy, OPEC committee",API Report Indicates Steeper Crude Inventory Drop Amid Upcoming OPEC Meeting,Crude Prices Dip Despite Larger-Than-Expected Inventory Decline,Analysis of Crude Oil Market Influenced by U.S. Inventory Levels and Chinese Economic Indicators,Crude Prices Fall After API Reports Larger-Than-Expected Drop in Oil Stocks
20170104,Crude prices jump in Asia after API figures,"oil prices, API report, crude oil inventories, Brent crude, U.S. Department of Energy","API Report Reveals Significant Drop in Crude Oil Inventories, Boosting Oil Prices",Crude Prices Surge as API Reports Unexpected Decline in Oil Inventories,Crude Oil Inventory Reduction Spurs Price Increase in Asian Markets,"Crude prices jumped as crude oil inventories fell by 7.4 million barrels, boosting Brent and WTI prices."
20170104,Ex-CEO of Platinum-linked energy company convicted of tax evasion,"tax fraud, Gary Mole, Glacial Energy Holdings, Platinum Partners, Democratic Republic of the Congo",Former CEO Gary Mole Convicted of Tax Fraud in $18.5 Million Scheme,Former CEO Convicted for Diverting $18.5 Million in Taxable Income,Criminal Tax Fraud Conviction of Ex-CEO in Case Involving International Diversion of Income,Ex-CEO of Glacial Energy Holdings Convicted of Diverting $18.5 Million in Taxable Income to Congo
20170104,Gold prices gain in Asia as Fed minutes seen too reliant on Trump plans,"gold, Fed minutes, rate hike, manufacturing, US dollar",Gold Gains as Fed Minutes Question Rate Hikes Amid Manufacturing Boost,Gold Prices Rise on Fed Uncertainty and Manufacturing Surge,Fluctuations in Gold Prices Amid Conditional Rate Hike Forecast by the Federal Reserve,Gold prices climb as Fed minutes cast doubt on rate hike dependency
20170104,Gold prices rise toward 4-week high as dollar retreats; Fed minutes ahead,"gold, U.S. dollar, Federal Reserve, interest rates, Trump Administration",Gold Prices Near Four-Week High as Dollar Retreats Ahead of Fed Minutes,Gold Inches Higher on U.S. Dollar Retreat and Speculations on Fed Policy,Gold Prices Surge Amid Federal Reserve Minutes and Dollar Weakness,Gold prices hit near four-week high as dollar retreats; interest rate outlook remains cautious
20170104,Gold trades near 3-week high as dollar pulls back,"gold, U.S. dollar, Federal Reserve, interest rates, precious metals",Gold Prices Near Three-Week Peak as U.S. Dollar Slips Ahead of Fed Minutes,Gold Prices Rise as Dollar Retreats; Investors Eye Fed Meeting Minutes,Analysis of Gold Prices Amid Declining U.S. Dollar and Upcoming Federal Reserve Minutes ,Gold trades near three-week high as dollar drops and investors await Fed policy minutes
20170104,Mexico gasoline price hike is a 'responsible' measure: president,"gasoline, price spike, Mexico, government, international oil prices",Mexico Sees Double-Digit Gasoline Price Spike Amid Government Measures,Mexico Faces Double-Digit Fuel Price Hike Starting January 1,Analysis of President Nieto’s Fuel Price Policy Amid Global Oil Market Trends,Mexican President Enrique Pena Nieto defends January 1 gasoline price hike as aligned with international oil prices.
20170104,Oil prices climb with planned output cuts in focus,"Saudi Arabia, crude, supply cuts, Brent crude, U.S. producers",Saudi Arabia's Crude Price Hike Drives Oil Markets Higher Amid Supply Cuts,Oil Prices Climb as Saudi Arabia Pushes Ahead with Supply Cuts,Impact of Saudi Price Increase on Crude Oil Markets,Oil prices rise as Saudi Arabia plans crude price hike amidst supply cuts
20170104,Oil prices rebound after overnight tumble,"oil prices, OPEC deal, U.S. shale, Brent oil, drilling activity",OPEC deal lifts oil prices despite U.S. shale production rise,"Oil prices rebound from overnight losses, Brent hits $56.10 in London",Analysis of Oil Price Recovery Following OPEC and Non-OPEC Production Agreement,Oil prices rebound on OPEC deal despite surge in U.S. drilling activity
20170104,Oil prices rise on expected drop in U.S. crude inventories,"Oil prices, crude inventories, output cuts, OPEC, U.S. dollar",U.S. Crude Inventories Drop Boosts Oil as OPEC Adheres to Output Cuts,Oil Prices Rise on Lower U.S. Inventories and OPEC Cut Commitment,Analysis of Oil Price Fluctuations Amid U.S. Inventory Changes and OPEC Compliance,Oil prices increase over expected U.S. crude draw and OPEC cut compliance
20170104,Oil regains strength as focus shifts to U.S. stockpile data,"oil prices, U.S. stockpiles, OPEC deal, crude oil, market data",Oil Prices Rebound on Anticipation of U.S. Stockpile Data Amid OPEC Deal Uncertainty,Oil Prices Bounce Back as Traders Await Key U.S. Stockpile Data and Assess OPEC Deal,Oil Prices Rally in Response to Anticipated U.S. Stockpile Data and OPEC Output Reductions,Oil prices rebound as market anticipates U.S. stockpile data and assesses OPEC production cuts
20170104,Surging demand for gold pushes prices higher,"gold, demand, Chinese New Year, price increase, investors",Gold Prices Soar Amid Increased Demand for Chinese New Year,Gold Prices Rise as Increased Demand Drives Investor Confidence,Economic Influences on Precious Metals Prices: Chinese New Year and U.S. Jobs Data,"Gold prices rise to $1,162.60 on increased demand and positive U.S. jobs forecast"
20170104,U.S. crude up 1.8% at settlement on Wednesday,"crude oil, stockpiles, production cuts, gasoline consumption, energy prices",Crude Oil Prices Surge on Declining US Stockpiles and OPEC Production Cuts,US Crude Prices Rise Amid Stockpile Decline and OPEC Cuts,Impacts of Declining US Oil Stockpiles on Global Energy Prices,Price of US crude oil climbed 1.8% to $53.26 due to declining stockpiles; bullish outlook as OPEC production cuts take effect
20170104,U.S. natural gas slides to 5-week lows on warm weather forecasts,"natural gas, futures, mild weather, forecasts, storage data",Mild Weather Forecasts Plunge Natural Gas Futures,Mild Weather Forecasts Lead to Natural Gas Slump,Analysis of U.S. Natural Gas Futures Amid Weather Forecasts,"U.S. natural gas futures drop over 10% due to mild weather forecasts, decreasing demand."
20170105,"Brent, NYMEX ease in Asia as market focuses on U.S. products build","Oil prices, gasoline stockpiles, distillate stockpiles, crude oil, inventory management","Oil prices slip as gasoline and distillate stockpiles surge, offsetting crude draw",Oil prices slip in Asia despite massive draw in U.S. crude stocks,Oil Prices in Decline Amid Record Gasoline and Distillate Stockpile Increases,Oil prices fell in Asia as a rise in gasoline and distillate stockpiles outweighed a significant crude draw caused by year-end inventory management.
20170105,Charcoal becomes first Cuban export to United States in half a century,"Cuba, export, charcoal, U.S., detente",Historic Cuban Charcoal Export Marks Milestone in Fragile U.S.-Cuba Detente,First Cuban Export to U.S. in 50 Years: Charcoal Deal Sealed,Landmark Agreement: Cuba's First Legal Export to the U.S. in Five Decades,Cuba signs historic charcoal export deal with U.S. company amid fragile detente
20170105,Gold jumps to 4-week high as dollar extends losses,"Gold rally, U.S. dollar, Federal Reserve, Trump administration, interest rate hikes",Gold Rally: U.S. Dollar Weakens as Federal Reserve Comments Bolster Market,Gold Prices Surge to Four-Week High Amid Sliding U.S. Dollar,Rising Gold Prices Coincide with Federal Reserve's Uncertain Economic Projections,"Gold prices climb as Fed commentary shifts, weakening U.S. dollar"
20170105,"Gold prices edge up in Asia as U.S, jobs data ahead","gold prices, Fed rate hike, nonfarm payrolls, U.S. economy, Trump administration",Gold Prices Edge Higher as U.S. Jobs Data Anticipated for Fed Rate Signal,Gold Prices Edge Higher Ahead of Key U.S. Jobs Data,Federal Reserve Signals and Fiscal Policy Uncertainties Influence Commodity Prices,"Gold prices rise as U.S. jobs data speculated to impact Fed rate decisions, with cautious optimism on Trump’s fiscal policies"
20170105,Oil prices climb as Saudi Arabia starts talks on supply cuts,"oil prices, Saudi Arabia, OPEC, crude inventories, U.S. Energy Information Administration",Oil Prices Climb as Saudi Arabia and OPEC Discuss Supply Cuts,Oil Prices Rise as Saudi Arabia Signals Potential Sales Reduction,Impact of Saudi Arabia's Discussions on Crude Sales and OPEC Supply Cuts,"Oil prices surged as Saudi Arabia and OPEC explore supply reductions, supported by a significant drop in U.S. crude inventories."
20170105,Oil prices edge lower ahead of weekly U.S. stockpile data,"Oil prices, crude, U.S. stockpiles, inventories, OPEC deal",Oil prices dip as market awaits key U.S. stockpile data,Oil prices dip as U.S. crude inventories anticipated to decline,Analyzing recent oil price fluctuations amid expectations of U.S. stockpile data,Oil prices fall as markets await U.S. stockpile data after recent gains
20170105,Oil prices pare gains after EIA inventory data,"Oil prices, gasoline stockpiles, distillates stockpiles, crude inventories, U.S. Energy Information Administration",Oil Prices Ease as Gasoline and Distillate Stockpiles Surge Despite Crude Drawdown,Gasoline and Distillate Stockpiles' Unexpected Rise Dampens Oil Price Gains,Impact of Stockpile Changes on Oil Prices: An Analysis by the U.S. Energy Information Administration,"Oil prices drop as gasoline and distillate stockpiles rise, offsetting crude drawdown"
20170105,Oil prices rise as Saudi Arabia discusses supply cuts,"Saudi Arabia, OPEC, crude sales, oil prices, supply reduction",Saudi Arabia Engages in Talks to Reduce Crude Sales Amid OPEC Supply Cut Plan,Saudi Arabia Initiates Talks to Reduce Crude Sales,Saudi Arabia's Strategy in Compliance with OPEC's Global Supply Reduction Initiative,"Saudi Arabia considers cutting crude sales to support OPEC's supply reduction agreement, boosting oil prices."
20170105,"Rusian oil output hit a new, post-Soviet record in November","Russian oil production, record, crude oil price, budget plan, GDP growth","Russia Sets Post-Soviet Oil Production Record, Eyes Budget Stability",Russia Announces Record Oil Production Amid Budget and Price Forecasts,Russian Oil Production Hits New Post-Soviet Record: Economic Implications,"Russia hits post-Soviet oil production record at 11.231 million barrels per day, aims for budget stability with oil price forecasts."
20170105,"U.S. crude stocks fall sharply, products surge","crude stocks, refinery output, gasoline stocks, distillate inventories, Energy Information Administration",Crude Stocks Fall Sharply as Refinery Output Increases: EIA Report,"Crude Stocks Drop 7.1 Million Barrels as Gasoline, Distillate Inventories Surge",U.S. Crude Stocks Decrease Markedly Amid Rising Refinery Output and Product Inventories,U.S. crude stocks dropped by 7.1 million barrels while gasoline and distillate inventories increased significantly.
20170105,U.S. natural gas slides to 6-week low after bearish storage data,"U.S. natural gas, futures declined, supply data, storage levels, mild weather",Natural Gas Futures Hit Six-Week Low Amid Mild Weather and Lower Storage Decline,U.S. Natural Gas Futures Plummet to Six-Week Low on Mild Weather and Storage Data,Natural Gas Futures Experience Notable Decline Following Lower-Than-Expected Storage Reduction,U.S. natural gas futures slide to six-week low as mild weather reduces demand and storage data disappoints
20170105,U.S. set to become energy exporter by 2026: EIA,"U.S. energy, natural gas exports, petroleum imports, EIA, energy independent","U.S. Set to Become Net Energy Exporter by 2026, Driven by Natural Gas Exports",U.S. Energy Independence in Sight by 2026 as Exports Surge,Projection of U.S. Energy Transition: From Net Importer to Exporter by 2026,U.S. to be net energy exporter by 2026 due to rising natural gas exports
20170106,Exclusive: Iran capitalizes on OPEC oil cut to sell millions of barrels - sources,"Iran, oil, tankers, OPEC, market","Iran Boosts Oil Exports, Selling 13 Million Barrels Held at Sea after OPEC Exemption",Iran Sells Over 13 Million Barrels of Oil Held at Sea to Regain Market Share,Iran's Strategic Maneuver in Oil Markets Following OPEC Exemption,"Iran sells 13 million barrels of oil stored at sea, regains market share"
20170106,Goldman Sachs sees 84% chance of OPEC deal succeeding,"OPEC, oil production, Goldman Sachs, backwardation, inventories",Goldman Sachs Reports OPEC Oil Production Cut Faces 84% Success Rate,84% Success Chance for OPEC Oil Cut as Goldman Sachs Predicts Backwardation,Projected Impact of OPEC Oil Production Cuts Analyzed in Goldman Sachs Report,"OPEC oil production cuts face 84% success rate according to Goldman Sachs, with potential market backwardation affecting high-cost producers"
20170106,"Oil holds steady amid doubt on output cut deal, focus on U.S. drilling","Oil prices, OPEC agreement, crude output, US production, Baker Hughes","Oil prices steady as OPEC agreement kicks in, US production in focus",Market reacts to OPEC agreement as oil prices hold steady,Evaluation of OPEC Compliance and Anticipated US Shale Production: Impact on Global Oil Prices,Oil prices steady amid OPEC agreement and anticipated US production increase
20170106,"Oil prices post gains on OPEC hopes, but doubts linger","Output cuts, OPEC, Saudi Arabia, oil prices, Brent crude",OPEC Output Cuts Lift Oil Prices Despite Compliance Concerns,Oil Prices Edge Higher Amid OPEC Production Cuts and Market Volatility,Impact of OPEC Production Cuts on Global Oil Prices and Market Stability,Oil prices rise slightly as OPEC cuts output; compliance doubts persist
20170106,Oil prices settled lower on Friday,"OPEC, crude oil, production cuts, futures, market share",OPEC production cuts questioned as oil prices dip and market doubts persist,Oil prices dip amid skepticism over OPEC's effectiveness and U.S. dollar strength,Evaluating the Impact of OPEC Production Cuts on Global Oil Prices,"Oil prices decline despite OPEC production cuts and mixed compliance, influenced by a strong U.S. dollar"
20170106,Oil remains supported by output cut hopes,"Oil prices, OPEC agreement, crude stockpiles, U.S. drilling, supply cuts","Oil prices climb as OPEC supply cuts, stockpile drop boost market",Oil edges higher on supply cuts and declining stockpiles,OPEC and Non-OPEC Production Cuts Influence Current Oil Market Trends,Oil slightly higher on hopes of OPEC supply cuts and U.S. drilling data anticipation
20170107,Pakistan army chief sells China investment deal in remote Baluchistan,"Khuzdar, CPEC, Baluchistan, Pakistan, investment","CPEC to Transform Khuzdar into Economic Hub, Say Officials",Officials Optimistic About Khuzdar's Future as CPEC Hub,Analysis of Khuzdar's Economic Potential Within the Framework of CPEC,Officials in Khuzdar highlight CPEC's potential benefits amid local skepticism
20170108,"Brent, NYMEX mixed in Asia as adherence to supply curbs seen on track","crude prices, OPEC agreement, U.S. shale, Fed Chair, retail sales","OPEC Compliance Lifts Oil Amid U.S. Shale Surge, Eyes on Fed Chair and Retail Sales",OPEC and U.S. Shale Drive Diverging Oil Prices with Key Economic Data Ahead,Analyzing the Impact of OPEC Compliance and U.S. Shale Activity on Crude Prices Amid Upcoming Economic Indicators,"Crude markets mixed with OPEC compliance praised but U.S. shale drilling increases, eyes on upcoming economic data and Fed appearances"
20170108,Crude Oil Futures - Weekly Outlook: January 9 - 13,"oil, crude, OPEC, output, prices",Oil Futures Rally as OPEC Cuts Boost Prices for Fourth Straight Week,Oil Futures Gain for Fourth Week Amid Output Cuts,Persistent Increase in Oil Prices Attributed to OPEC Production Cuts,Oil prices rise for the fourth consecutive week as OPEC and allies adhere to production cuts despite U.S. drilling increases
20170108,Gold / Silver / Copper futures - weekly outlook: January 9 - 13,"Gold prices, dollar strengthened, U.S. jobs data, interest rates, Fed officials",Dollar Rally Sinks Gold Prices as Strong Jobs Data Boosts Interest Rate Hike Expectations,Gold prices retreat as dollar strengthens on U.S. jobs and wage growth data,Impact of U.S. Employment and Wage Growth Data on Gold and Precious Metal Prices: Analysis and Perspectives,Gold prices fall as dollar rises post U.S. jobs data showing slower hiring but higher wages
20170108,"Gold prices gain in Asia with Trump, Yellen on tap this week","Gold, Fed, investors, economic reports, interest rates","Gold Prices Edge Higher as Investors Eye Fed, Economic Reports","Gold Prices Climb Amid Fed Speeches, Economic Indicators",Analysis of Gold Valuation Trends Before Upcoming Federal Reserve Communications,Gold prices rise slightly as investors focus on Fed speeches and economic reports
20170109,Analysts say Energy Department to start oil sell-off,"Strategic Petroleum Reserve, U.S. Department of Energy, crude oil prices, budget resolution, oil stockpile",U.S. to Reduce Strategic Petroleum Reserve Amid Falling Crude Oil Prices,U.S. Department of Energy to Start Selling Off Strategic Petroleum Reserve as Prices Drop,DOE Announces Strategic Petroleum Reserve Reduction Amid Oil Price Decline,DOE plans multi-year sale of oil from Strategic Petroleum Reserve to finance maintenance
20170109,"Copper jumps in Asia after China prices, gold gains","gold, China, copper, prices, economic growth",Gold Prices Gain as China Economic Growth and Prices Data Provide Support,Gold Prices Rise on Economic Data from China and America,Economic Data from China and US Influences Gold Market Trends,Gold and copper prices rise in Asia on bullish Chinese economic data.
20170109,Crude rebounds in Asia after sharp overnight drop on Iraq output,"Iraq, Basra, OPEC, U.S. shale, crude oil prices",Crude Oil Prices Recover in Asia as Iraq Boosts Basra Exports and U.S. Shale Concerns Persist,Iraq's Record Basra Exports Lift Asian Oil Prices Amidst OPEC Cut Compliance,Iraq's Basra Crude Exports Reach Record Levels Amid OPEC Output Reduction Compliance,Crude oil prices rise in Asia as Iraq increases Basra exports; U.S. shale drilling activity causes market jitters
20170109,"Cuba, United States sign oil spill deal before Trump inauguration","Cuba, United States, oil spill, Gulf of Mexico, agreement",Cuba and United States Strike Key Oil Spill Agreement to Protect Gulf of Mexico,Cuba and U.S. Sign Agreement to Jointly Manage Oil Spill Response,Agreement on Joint Management of Oil Spills in the Gulf of Mexico Signed Between Cuba and the United States,Cuba and the U.S. sign an agreement to manage oil spills in the Gulf of Mexico before Trump takes office
20170109,Gold flirts with 5-week highs amid uncertainty over Fed rate path,"gold prices, U.S. interest rate hikes, Federal Reserve, U.S. economy, metals trading",Gold Prices Near Five-Week High Amid Debate Over U.S. Interest Rate Hikes,Gold Prices Soar as Market Speculates on Future U.S. Interest Rate Increases,Gold Prices Rise as Investors Anticipate U.S. Economic Developments,"Gold hits five-week high on interest rate concerns; silver and platinum up, copper down"
20170109,Gold prices inch up toward 4-week high,"gold prices, interest rates, U.S. economy, Fed rate hikes, wage growth",Gold Prices Climb Amid Speculation Over Fed Rate Hike Pace,Gold Prices Near Four-Week High as Markets Assess U.S. Economy,Analyzing Recent Trends in Gold Prices and Interest Rate Speculation,Gold inches toward four-week high as markets gauge U.S. economy’s resilience against increasing borrowing costs
20170109,Gold settled down by 0.24% on Monday,"Gold markets, Trump administration, inflationary policies, economic growth, U.S. intelligence",Gold Markets Rally While Analysts Predict Inflation Under Trump,Precious Metals Surge as Markets Brace for Trump's Inflationary Policies,Upcoming Trump Administration's Economic and Defense Reforms Anticipated to Impact Market Trends,Gold futures see a 0.91% rise as markets evaluate the Trump administration's likely impact on inflation and economic growth
20170109,Oil down on concerns rising U.S. production could dampen output cut deal,"Oil, U.S. production, OPEC, supply cuts, market","Oil Prices Slide Over 2% as U.S. Production Rises, OPEC Supply Cuts Hold",Oil Prices Drop 2% Amid U.S. Production Increase and OPEC Compliance,Impact of U.S. Shale Production Upsurge on Global Oil Market Amidst OPEC Efforts,Oil falls 2% on rising U.S. production and OPEC's compliance with supply cuts
20170109,Oil off almost 2% as U.S. rig count increases,"Oil prices, U.S. rigs, North American shale, OPEC output cuts, stronger dollar","Oil prices drop as U.S. rigs increase, North American shale threatens OPEC cuts",Oil prices fall sharply with rise in U.S. rigs and stronger dollar,Impact of U.S. Rig Count Increase on Global Oil Prices and OPEC's Output Cuts,Oil prices fall as U.S. rigs increase and OPEC cuts face challenges
