Date,Original Headline,Keywords,Keyword-Constrained Headline,Generated Headline,Academic-style Headline,Generated Summary
20190103,"China, U.S. Vice Ministers to Hold Trade Talks Starting Monday","trade talks, U.S. delegation, China, tariffs, economic tensions",U.S. Delegation Heads to China for Crucial Trade Talks Amid Tariff Truce,China and U.S. Set for High-Stakes Trade Negotiations,Delegation of U.S. Trade Representatives to Visit China for Negotiations Following Tariff Truce,U.S. trade delegation to visit China for talks to mitigate economic tensions
20190103,Chinese city ends lucky draw for home buyers as market stabilizes,"property market, lottery system, Qingdao, policy change, home prices",Qingdao Ends Lottery System as Property Market Stabilizes,Chinese Cities Amend Property Rules Amid Market Shifts,Policy Shift: Removal of Lottery System in Qingdao's Real Estate Market,Qingdao halts lottery system for home buying due to market stabilization; reflects broader property policy easing in Chinese cities.
20190103,"Gold Almost at $1,300 on Safe-Haven Play as Bad Apple Hurts Stocks","Apple, gold, stock markets, U.S. jobs report, Fed chairman",Gold Shines as Apple Struggles: Investors Turn to Safe Havens Amid Stock Market Slump,"Gold Nears $1,300 Amidst Apple Stock Decline and Investor Shift to Safe Havens",Apple's Profit Warning and Factory Activity Slump Catalyze Surge in Gold Investment,"Gold nears $1,300 as investors flee stock markets for safe havens amid Apple's profit warning and weak factory data."
20190103,"Gold Bursts Above $1,300 as Slowdown Tremors Spur New Year Rally","gold, investors, slowdown, equities, haven","Gold Surges Past $1,300 as Investors Seek Haven Amid Global Slowdown",Gold Shines Brightly as Investors Flee Tumbling Equities,Gold Gains as Safe Haven Demand Rises Amid Economic Uncertainty,"Gold rallies above $1,300 driven by investor flight to safe haven amid economic slowdown and equity retreat"
20190103,"Gold Prices Gain, Trades Near 6-Month High","gold, global economic slowdown, stock markets, Apple forecast, safe-haven assets",Gold Prices Surge Amid Economic Slowdown and Apple Forecast Miss,Gold Prices Rise as Investors Seek Safe Haven Amid Market Volatility,Analysis of Rising Gold Prices in Response to Economic Slowdown and Market Uncertainty,"Gold prices rose as a safe-haven amid stock volatility, economic fears, and a weaker dollar."
20190103,"No-deal Brexit would hit Britain's farmers, food firms hard: Gove","Brexit, farmers, export tariffs, border inspections, costs",Brexit Poses Rising Costs for UK's Farmers Amid Export Tariffs and Border Delays,UK Farmers Face Rising Costs and New Challenges with Brexit,Implications of a No-Deal Brexit for UK's Agricultural Sector,Brexit could lead to higher costs for UK farmers due to export tariffs and delayed border inspections if no deal is reached.
20190103,Oil Ends Higher in Choppy Trade; Weak Wall Street Counters OPEC Cuts,"oil prices, OPEC cuts, stock market, U.S. shale, global slowdown",OPEC Cuts and U.S. Shale Influence Oil Prices Amid Stock Market Volatility,Oil Prices Fluctuate as OPEC Cuts and U.S. Shale Compete with Stock Market Trends,Analysis of Oil Price Volatility: The Impact of OPEC Production Cuts and U.S. Shale on Market Trends,"Oil prices fluctuate amid OPEC cuts and U.S. shale output adjustments, with global slowdown concerns impacting market direction."
20190103,Oil Prices Fall; Saudi Arabia May Cut Prices of Heavy Crude Sold to Asia,"Oil prices, China slowdown, market turmoil, U.S. dollar, Saudi Arabia",Oil Prices Drop as China Slowdown Sparks Market Turmoil,Oil Prices Decline Amid Global Market Volatility,Economic Downturn in China Influences Global Oil Markets,"Oil prices in Asia fall due to China's economic slowdown, market turmoil, and potential Saudi Arabian price cuts."
20190103,"Oil prices rebound, helped by weak dollar, Saudi supply cuts","Oil prices, Saudi Arabia output cuts, dollar weakness, OPEC, U.S. crude futures",Oil Prices Surge as Saudi Output Cuts and Dollar Weakness Drive Rebound,Oil Prices Rebound Amid Saudi Output Cuts and Dollar Weakness,Analysis of Recent Volatility in Oil Prices: Influence of Saudi Output Cuts and Currency Movements,"Oil prices rebound on Saudi output cuts, weaker dollar, but volatility persists amid global economic concerns."
20190103,Oil Prices Turn Lower as Trump Adviser Predicts More Cases Like Apple,"Oil prices, trade negotiations, Kevin Hassett, China-U.S. tariffs, economic growth",Oil Prices Slide as Trade Negotiations with China Cast Shadow on Market,Oil Prices Drop Amid U.S.-China Trade Tensions and Economic Concerns,Impact of U.S.-China Trade Talks on Oil Prices and Economic Growth,Oil prices drop as Kevin Hassett warns of more earnings downgrades amid U.S.-China trade talks.
20190103,OPEC oil output posts biggest drop since 2017 on Saudi move,"OPEC, Saudi Arabia, oil supply, output declines, production cuts",OPEC Oil Supply Takes a Historic Dip as Saudi Arabia Leads Cuts,OPEC Supply Drops Amid Saudi Leadership and New Oil Cuts Agreement,OPEC December Oil Supply Declines Significantly Due to Saudi-Led Production Cuts,"OPEC oil supply fell in December as Saudi Arabia led output decline, influencing crude prices."
20190103,Trump says U.S. doing well in various trade negotiations,"Trump, trade negotiations, United States, dealmaking, Twitter",Trump Highlights Success in Ongoing U.S. Trade Negotiations Amidst Unclear Details,President Trump Stresses Positive Trade Talks without Detailing Progress,Presidential Assertion of U.S. Trade Negotiation Progress Despite Lack of Specifics,Trump claims U.S. is progressing in trade talks but gives no specifics.
20190103,U.S. crude inventories seen down for fifth straight week: Reuters poll,"crude inventories, refined products, analysts, API report, EIA report","U.S. Crude Inventories Dip for Fifth Week as Refined Products Surge, Analysts Report",Analysts Predict Fifth Consecutive Drop in U.S. Crude Inventories but Rise in Refined Products,Analysis of U.S. Petroleum Inventories Indicates Consecutive Declines in Crude Stocks with Increases in Refined Products,"U.S. crude inventories fell for the fifth week, while analysts expect increased refined product stocks, delayed API and EIA reports show."
20190103,U.S. energy executives' outlook sours for first time since 2016: Fed survey,"Oil executives, survey, negative outlook, capital spending, crude prices",Oil Executives Predict Lower Spending Amid Negative Outlook as Crude Prices Drop,Oil Executives Brace for Turmoil with Spending Cuts and Low Prices Forecast,U.S. Oil and Gas Executives Report Negative Sentiment and Anticipate Reduced Capital Expenditures,"U.S. oil executives forecast reduced capital spending amidst negative outlook, citing crude price declines."
20190104,Canada producer prices drop 0.8 percent in November on cheaper energy,"Canadian Producer Prices, Energy and Petroleum, Statistics Canada, Gas Prices, Raw Materials",Canadian Producer Prices See Largest Drop in Two Years Amid Plummeting Gas and Energy Costs,Canadian Producer Prices Drop 0.8% in November as Energy and Gas Costs Plummet,Decline in Canadian Producer Prices in November Driven by Lower Energy Costs: A Statistical Analysis,"Canadian producer prices fell 0.8% in November, primarily due to a significant drop in energy and petroleum costs."
20190104,China Sinochem's online energy platform slashes jobs after poor reception,"Sinochem, technology platform, job cuts, IPO, digital transformation",Sinochem Technology Platform Faces Job Cuts Amid Disappointing IPO Prospects,"Sinochem Shelves IPO Plan, Slashes Jobs in Tech Subsidiary",Sinochem's Internet-Based Energy Services: Strategic Challenges and Workforce Reduction,"Sinochem's tech subsidiary cuts 300 jobs after market slump, with plans for more reductions."
20190104,Gold Falls as Jobs Data Increases Likelihood of Fed Hikes,"Gold, Federal Reserve, interest rates, U.S. dollar, jobs report",Gold Prices Slide as Positive Jobs Report Triggers Rate Hike Fears,Gold Prices Dip on Fed Rate Hike Prospects,Federal Reserve Interest Rate Speculation Influences Gold Price Movements,"Gold prices decline as positive U.S. jobs data boosts dollar, rate hike expectations mount"
20190104,"Gold Hits $1,300, but Closes Down; Awaits Direction as Powell Turns 'Patient'","gold, $1,300 target, Fed rate hikes, U.S. jobs report, financial markets","Gold Slips from $1,300 as Stellar U.S. Jobs Report Boosts Stocks","Gold Drops from $1,300 Target on Strong U.S. Jobs Report","Gold Market Reaches Key $1,300 Mark Amid U.S. Economic Developments","Gold hits $1,300 then retreats as strong U.S. jobs report lifts stocks; Fed's rate hike stance and economic growth concerns support metal's appeal"
20190104,"Gold Prices Rise Above $1,300 Mark Amid Concerns on Economic Downturn","gold prices, safe-haven demand, global economy, stock market, trade talks",Gold Prices Surge as Safe-Haven Demand Increases Amid Global Economic Worries,"Gold Hits $1,300 as Safe-Haven Demand Rises Due to Economic Concerns","Gold Prices Surpass $1,300 Mark Driven by Economic Uncertainties and Investor Sentiment","Gold prices rise above $1,300 on safe-haven demand amid global economic uncertainty and potential recovery in market sentiment due to upcoming U.S.-China trade talks."
20190104,Japan urges South Korea to avoid unfair measures in forced labor case,"Japan-South Korea relations, wartime forced labor, Nippon Steel, reparations dispute, radar incident",Japan Urges South Korea to Address Forced Labor Dispute Amid Rising Tensions,Japan Pressures South Korea Over Wartime Labor and Radar Dispute,The Role of Diplomatic Negotiations in Resolving Japan-South Korea Wartime and Security Disputes,Japanese Foreign Minister urges South Korea to address wartime labor issues and radar dispute amid rising tensions.
20190104,Kim's vision of a coal-fueled North Korean future may be tough to realize,"coal, North Korea, electricity, sanctions, self-sufficiency",North Korea's Coal Strategy: Boosting Domestic Use Amid Sanctions to Enhance Electricity Supply,North Korea Relies on Coal for Power Amid International Sanctions,North Korea's Economic Strategy: Coal Utilization and Energy Development in the Context of International Sanctions,"North Korea increases domestic coal usage to boost electricity amid sanctions, focusing on self-sufficiency and limited export opportunities."
20190104,Oil Follows Wall Street to End up Again; Products Build Casts Doubts on Rally,"oil prices, crude stockpiles, trade talks, OPEC cuts, market rally",Oil Prices Surge Amid Six-Day Rally with Trade Talks and OPEC Cuts in Focus,Oil Prices Extend Rally as Market Eyes Trade Talks and Supply Cuts,U.S. Crude Prices in Six-Day Climb; Trade Talks and Inventory Levels in Focus,"Oil prices rose for the sixth consecutive day as market optimism was fueled by trade talks and OPEC cuts, despite concerns over rising stockpiles."
20190104,Oil Heads for Biggest Weekly Gain Since 2017 as Saudis Pump Less,"Brent crude, OPEC production cuts, global economy, trade talks, stock market turmoil",Brent Crude Soars with Biggest Gain Since 2017 Amid OPEC Cuts and Trade Talks Optimism,Brent Crude Surges as OPEC Cuts Lift Oil Prices Amid Economic Concerns,Brent Crude Experiences Largest Weekly Increase Since 2017 Driven by OPEC's Output Reductions and Positive Trade Negotiations,"Brent crude hits highest weekly gain since 2017 due to OPEC cuts, despite economic concerns and stock market turmoil."
20190104,Oil Prices Edge Up After China Confirms Talks with U.S.,"Oil prices, trade talks, China, OPEC, supply cuts",Oil Prices Rise on News of U.S.-China Trade Talks and OPEC Supply Cuts,Oil Prices Edge Higher Amid Promising U.S.-China Trade Discussions,Oil Price Response to China-U.S. Trade Negotiations and OPEC Supply Adjustments,Oil prices rise as China confirms trade talks with the U.S.; OPEC supply cuts provide support.
20190104,"Oil rises to $57 on China-U.S. trade talks, OPEC cuts","Oil, China, OPEC, trade talks, crude inventories",Oil Prices Surge as China-U.S. Trade Talks and OPEC Cuts Boost Market,China-U.S. Trade Talks and OPEC Cuts Lift Global Oil Prices,Recent Developments in China-U.S. Trade and OPEC Supply Adjustments Influence Global Oil Market,"Oil prices rise as China plans U.S. trade talks, OPEC cuts output, reducing crude inventories"
20190104,U.S. Crude Oil Inventories Unexpectedly Rose Last Week: EIA,"U.S. crude oil, inventories, EIA report, trade tensions, OPEC+  ",U.S. Crude Oil Inventories Surge Unexpectedly Amid Trade Tensions  ,OPEC+ Supply Cuts Fall Short as U.S. Crude Inventories Rise  ,U.S. Crude Oil Inventories and Global Market Dynamics: An Analysis  ,"U.S. crude oil inventories rose despite expected draws, driven by EIA data, while OPEC+ supply cuts were inadequate and China-U.S. trade tensions influence the market."
20190105,"Iran says despite U.S. sanctions, it has found new 'potential' oil buyers","Iranian Oil, U.S. Sanctions, Waivers, New Buyers, SPV",U.S. Sanctions Stifle Iran Oil Sales Despite Growing Interest Amid Waivers,Iran Struggles to Sell Oil Under U.S. Sanctions Despite New Interest,Analysis of Compliance with U.S. Sanctions on Iranian Oil Amid Waiver Dynamics,"Countries granted U.S. waivers comply with sanctions on Iranian oil, but Iran sees potential new buyers despite U.S. pressure."
20190106,"Chinese steel, iron ore rise on central bank policy, trade war deal hopes","steel futures, central bank policy, Sino-U.S. trade tensions, Baoshan Iron & Steel, Chinese economy",Sino-U.S. Trade Talks and Central Bank Easing Boost China's Steel Futures,Rising Chinese Steel Prices Amid Policy Easing and Trade Optimism,Beijing's Steel Market Strengthened by Policy Adjustments and Trade Negotiations,China's steel futures rise on central bank easing and trade talk hopes
20190106,Crude Oil Prices - Weekly Outlook: January 7 - 11,"Oil market, U.S.-China trade talks, OPEC supply cuts, crude inventories, economic slowdown",Oil Market Jumps Amid U.S.-China Trade Talks and OPEC Supply Cuts,Oil Prices Climb as U.S.-China Trade Talks Set to Resume,Analyzing the Impact of U.S.-China Trade Negotiations on Oil Market Dynamics,"Oil prices rise, buoyed by U.S.-China trade talks and OPEC cuts, despite economic slowdown concerns."
20190106,Gold / Silver / Copper Prices - Weekly Outlook: January 7 - 11,"Federal Reserve, Interest Rates, Jerome Powell, Precious Metals, Economic Data",Fed Minutes and Powell Speech Key as Markets Eye Rate Hikes Amid Economic Signals,Markets Brace for Fresh Updates from Fed amid Dynamic Economic Landscape,Analyzing the Influence of Federal Reserve Decisions on Precious Metal Markets,Fed's interest rate hikes and upcoming data may impact precious metals markets this week.
20190106,Libya's oil revenue rose to $24.4 billion in 2018: NOC,"Libya, oil revenue, National Oil Corporation, production, 2018",Libya's Oil Revenue Soars in 2018 with National Oil Corporation Reporting Higher Production,Libya's Oil Revenue Sees Significant Increase in 2018,Libya's Oil Revenue and Production Surge: Analysis of 2018 Economic Trends,"Libya's oil revenue reached $24.4 billion in 2018, a 78% increase, with an average production of 1.107 million barrels per day."
20190107,A PG&E Bankruptcy Would Leave Power Giant in Turmoil for Years,"PG&E, bankruptcy, wildfire liabilities, utility, California",PG&E Faces Bankruptcy over $30 Billion Wildfire Liabilities Amid Political Pressure,PG&E Bankruptcy Looms as Wildfire Costs Soar,California's Utility Giant PG&E Considers Bankruptcy Amidst Escalating Wildfire Liabilities,PG&E's potential bankruptcy due to $30 billion wildfire liabilities causes uncertainty for customers and investors.
20190107,Canadian Heavy Crude Surges as Rail Shipments Keep Climbing,"Canadian crude, rail shipments, production cuts, pipeline space, price discount",Canadian Crude Surges: Rail Shipments Rise Despite Production Cuts,Canadian crude shipments increasingly rely on rail as pipeline issues persist,Analysis of the Narrowing Price Discount for Western Canadian Select Crude,Canadian crude prices strengthen with rail shipments up despite production curtailment.
20190107,China Is Said to Buy More U.S. Soy as Trade Talks Kick Off,"China, soybeans, trade talks, imports, Sinograin",China Boosts Soybean Imports from U.S. as Trade Talks Kick Off,China's Increased Soybean Imports Coincide with Trade Negotiations,Sinograin's Acquisition of American Soybeans Amidst Ongoing Trade Negotiations,China buys American soybeans to support trade talks amidst U.S. optimism for a deal
20190107,EU hails U.S. soya bean imports on eve of renewed trade talks,"trade talks, soya beans, EU, tariffs, imports",EU Eyes Boosting U.S. Soya Bean Imports Amid Trade Talks with Trump,EU Pursues Increased U.S. Soya Bean Imports in Strategic Trade Move,EU Signals Intent to Increase U.S. Soya Bean Imports to Enhance Trade Relations,EU hails rise in U.S. soya imports to gain leverage in trade talks with Trump administration
20190107,Gold Creeps up in Cautious Trade as U.S.-China Talks Begin,"gold, palladium, U.S.-China trade talks, rate hikes, market optimism","Gold Prices Near $1,300 Amid U.S.-China Trade Talks as Palladium Hits Record Highs","Trade Talks, Precious Metals Showcase Mixed Market Trends",Analysis of U.S.-China Trade Talks' Impact on Gold and Palladium Markets,"Gold approaches $1,300 amid trade discussions, while palladium reaches record highs and market shifts एज focus to riskier assets."
20190107,Gold Prices Advance as U.S. Dollar Slips Ahead of the Fed,"gold prices, U.S. dollar, Federal Reserve, Jerome Powell, interest rates",Gold Prices Rise as U.S. Dollar Weakens Ahead of Federal Reserve Minutes,Gold Gains Amid Sliding Dollar and Anticipated Federal Reserve Commentary,Precious Metals React to U.S. Dollar Dynamics and Federal Reserve Anticipations,Gold prices increase in Asia due to a weaker U.S. dollar and upcoming Federal Reserve insights.
20190107,"Gold Prices Rise, Closing In On $1,300 Level","Gold, U.S. Federal Reserve, dollar, interest rates, precious metals",Gold Prices Surge as U.S. Dollar Weakens on Fed's Rate Pause Speculation,"Gold Prices Near $1,300 Amid Weaker Dollar and Fed's Rate Pause Hints",Federal Reserve Rate Pause Speculation Influences Gold and Dollar Movements,"Gold prices climb nearing $1,300 as Fed rate pause speculation weakens the dollar."
20190107,Goldman Slashes Oil Forecasts as New Supply Seen Plentiful,"Oil, Goldman Sachs, price forecasts, U.S. shale, supply",Goldman Sachs Cuts Oil Price Forecasts Amid Rising U.S. Shale Supply,Goldman Sachs and SocGen Cut Oil Price Outlook for 2019,Oil Prices Adjusted Amidst Surplus and Shale Production Resilience,Goldman Sachs and Societe Generale lower 2019 oil price forecasts due to supply surplus and shale production.
20190107,"Oil Climbs on Trade Talks, Saudi Cuts; Caution Prevails","U.S.-Sino trade talks, Saudi output cuts, Cushing stockpiles, crude prices, oil market",U.S. Oil Prices Climb Amid U.S.-Sino Trade Talks and Saudi Output Cuts,Oil Prices Boosted by Trade Talks and Potential Saudi Output Cut,US-Sino Trade Negotiations and Anticipated Saudi Output Cuts Influence Oil Market Dynamics,U.S.-Sino trade discussions and Saudi output constriction support oil price increases but caution remains regarding further escalation.
20190107,"Oil prices gain 2 percent, extending rally from December lows","Oil prices, OPEC production cuts, rally, Brent crude, trade talks",Oil Prices Surge as OPEC Cuts and Trade Talks Boost Market Rally,Crude Prices Rebound with Key Support from OPEC Cuts and Trade Relief Talk,OPEC Production Reductions and Trade Discussions Signal Oil Market Stabilization,"Oil prices rise 2% following OPEC cuts and positive equity market movements driven by trade talks, marking a significant week-long rally."
20190107,Oil Prices Gain as Trump Set to Meet Vice President of China,"oil prices, U.S.-China trade talks, OPEC, crude output, supply cuts",Oil Prices Rise Amid Optimism in U.S.-China Trade Talks and OPEC Supply Cuts,Oil Market Gains as U.S.-China Trade Dialogue Looms,Analysis of Current Oil Price Fluctuations in the Context of U.S.-China Trade Negotiations and OPEC Production Reductions,Oil prices increase due to U.S.-China trade talks and OPEC production cuts.
20190107,Oil Trading Losses May Be No Cause for Panic on China's Sinopec,"Sinopec, trading losses, oil prices, buying opportunity, corporate governance",Sinopec's Trading Losses Create Potential Buying Opportunity Amid Oil Price Rout,Sinopec Shares Hit Two-Year Low: Is It Time to Buy?,Evaluation of Sinopec's Trading Losses and Investment Potential Amid Declining Oil Prices,"Sinopec shares at a two-year low may offer a buying opportunity despite recent trading losses and oil price drops, analysts suggest."
20190107,U.S. top court rejects Exxon in climate change document dispute,"Supreme Court, Massachusetts, Exxon Mobil, climate change, investigation",Supreme Court Clears Path for Massachusetts in Exxon Climate Investigation,U.S. Supreme Court Allows Massachusetts to Probe Exxon Over Climate Claims,Jurisdiction Affirmed for Massachusetts Attorney General in Exxon Mobil Investigation,U.S. Supreme Court paves the way for Massachusetts Attorney General to obtain Exxon records to investigate potential climate change deception.
20190108,Canadian Crude Surges as Rail Shipments Rise Despite Cuts,"Canadian crude, rail shipments, production cuts, price discount, pipeline space",Canadian Crude Surges as Rail Shipments Rise Despite Production Cuts,Canadian Crude Prices Hit Two-Year High Amid Rising Rail Shipments,Dynamics of Canadian Crude Pricing and Transportation Analyzed,Heavy Canadian crude prices improve significantly amid rising rail transport and ongoing production cuts.
20190108,"Gold Down on Trade Talks, Another Record High for Spot Palladium","U.S.-Sino trade talks, gold, palladium, dollar index, speculative buying",Gold Retreats as U.S.-China Trade Talks Spark Palladium Rally,"Trade Optimism Nudges Gold Down, Palladium Hits Record Highs",Continuous U.S.-China Trade Optimism Impacting Precious Metals Markets,Gold retreats amid optimism on U.S.-China trade talks while palladium hits record highs due to fund buying.
20190108,"Gold Prices Drop as U.S. Dollar Rebounds, Stocks Move Higher","Gold Prices Decline, U.S. Dollar, Trade Negotiations, Risk Assets, Federal Reserve",Gold Prices Slide as Dollar Strengthens Amid U.S.-China Trade Optimism,Markets Adjust as Dollar Gains and Trade Talks Show Promise,Impact of U.S. Dollar Rebound and Trade Negotiations on Gold Futures,Gold prices fall as U.S. dollar rebounds and optimism in U.S.-China trade talks shifts investor focus to risk assets.
20190108,Gold Prices Slide as U.S. Dollar Rebounds,"Gold prices, U.S. dollar, Federal Reserve, trade tensions, interest rates",Gold Prices Decline as U.S. Dollar Rebounds Amid Fed Interest Rate Speculations,Gold Prices Decline Amid U.S. Dollar Rebound and Fed's Interest Rate Speculations,Analysis of U.S. Dollar Rebound's Impact on Gold Prices and Federal Reserve Rate Expectations,Gold prices fall as U.S. dollar rebounds; Fed shift and U.S.-China trade talks influence market dynamics
20190108,No talks planned on U.S. metals tariffs after Trudeau-Trump chat,"Canada-U.S. relations, steel and aluminum tariffs, Justin Trudeau, Donald Trump, USMCA",Canada-U.S. Leaders Address Tariffs as Trade Tensions Simmer,Trudeau and Trump Discuss Steel Tariffs Amid Trade Talks,Canada-U.S. Bilateral Trade Discussions on Steel Tariff Issues,Trudeau and Trump discuss lifting tariffs; no negotiations planned but trade stays in focus
20190108,Oil Prices Advance on Trade Talks Hopes; Economic Downturn Looms,"China-U.S. trade deal, oil prices, crude exports, economic slowdown, PMI data",Oil Prices Steady Amid Hopes for China-U.S. Trade Deal and Saudi Export Cuts,Iran-U.S. tensions boost oil prices as global economic concerns loom,Analysis of Oil Pricing Amidst China-U.S. Trade Negotiations and Economic Indicators,Oil prices rise in Asia boosted by trade deal hopes and export cuts amidst economic slowdown concerns
20190108,Oil prices rise more than 2 percent on trade talks,"Oil prices, trade talks, U.S.-China, crude futures, OPEC supply cuts",Oil Prices Surge as U.S.-China Trade Talks Boost Market Confidence,Oil Prices Climb Over 2% Amid U.S.-China Trade Optimism,The Impact of U.S.-China Trade Negotiations on Global Oil Prices,Oil prices rise over 2% on hopes of resolving U.S.-China trade dispute boosting demand
20190108,Oil Rises as Trump Tweets U.S.-China Trade Talks 'Going Very Well',"trade talks, crude prices, U.S.-China, oil futures, sanctions",Crude Prices Rise as U.S.-China Trade Talks Boost Hope,U.S.-China Dialogue and Geopolitical Moves Propel Crude Prices Higher,Impact of Trade Negotiations and Geopolitical Developments on Crude Oil Markets,"Crude prices climb amid U.S.-China trade talks, geopolitical maneuvers, and supply dynamics."
20190108,Oil Surges on Trade Talks; WTI In Striking Distance of $50,"trade talks, crude market, U.S., China, oil prices",U.S.-China Trade Talks Spur Optimism in Crude Market Recovery ,Trade Negotiations Boost Oil Prices Amid Economic Uncertainty ,Examining the Economic Impacts of U.S.-China Trade Talks on Global Oil Prices,"U.S.-China trade talks may improve crude market, but economic uncertainty persists, affecting oil demand growth in China."
20190108,Top 5 Things to Know in the Market on Tuesday,"U.S.-Sino trade, tariffs, global stocks, U.S. dollar, oil prices",U.S.-Sino Trade Optimism Boosts Global Stocks and Oil Prices Despite Tariff Concerns,Trade Talks and Tariffs: Key Drivers of Financial Markets Today,The Influence of U.S.-China Trade Discussions on Global Financial Markets,"U.S.-China trade talks conclude amid optimism, impacting global stocks, currencies, and oil prices."
20190108,Turkey resumes Iranian oil imports under U.S. sanctions waiver,"Turkey, Iranian crude, U.S. sanctions, import waivers, oil tankers",Turkey Resumes Iranian Crude Imports After Securing U.S. Sanctions Waiver,Turkey Restarts Iranian Oil Imports After Brief Suspension Due to U.S. Sanctions,Turkey's Resumption of Iranian Crude Imports Post U.S. Sanctions Waivers,Turkey recommences Iranian oil imports post-U.S. waiver following a brief cessation.
20190108,U.S.-China trade talks extended amid some signs of progress,"U.S.-China trade talks, tariffs, intellectual property, market access, technology transfer",U.S.-China Trade Talks Extend with Progress on Tariffs and Market Access,China's Market Concessions Indicate Potential Breakthrough in U.S.-China Trade Talks,Evaluating U.S.-China Trade Negotiations: Progress on Market Access and Technology Concerns,"U.S. and China extend trade talks in Beijing with progress on market access and intellectual property, but challenges remain over structural reforms and technology transfer."
