Date,Date Group,Headline,Classification,Positive,Negative,Neutral,JSD
2015-01-12,2015-01-17,copper drops 5year low demand concerns stronger dollar,negative,0.01,0.99,0.0,0.4389507289671031
2015-01-13,2015-01-17,copper plunges 5year low despite china trade data,negative,0.01,0.99,0.0,0.4389507289671031
2015-01-14,2015-01-17,copper plunges 6 % hit lowest since june 2009,negative,0.02,0.98,0.0,0.4163090723646184
2015-01-15,2015-01-17,natural gas futures add gains bullish storage data,positive,0.99,0.01,0.0,0.6488850393149825
2015-01-16,2015-01-17,oil price recovery yet despite us shale slowdown iea,positive,0.99,0.01,0.0,0.6488850393149825
2015-01-12,2015-01-18,copper drops 5year low demand concerns stronger dollar,negative,0.01,0.99,0.0,0.4346627667155447
2015-01-13,2015-01-18,copper plunges 5year low despite china trade data,negative,0.01,0.99,0.0,0.4346627667155447
2015-01-14,2015-01-18,copper plunges 6 % hit lowest since june 2009,negative,0.02,0.98,0.0,0.4124489802074702
2015-01-15,2015-01-18,opec see market share drop even oil slump slows shale boom,negative,0.01,0.99,0.0,0.4346627667155447
2015-01-15,2015-01-18,nymex crude asia sentiment whipsawed currency moves,positive,0.92,0.08,0.0,0.5629851583723032
2015-01-16,2015-01-18,gold slides lower remains close 4month peak,negative,0.01,0.99,0.0,0.4346627667155447
2015-01-18,2015-01-18,iran ministers saudi visit delayed due oil price fall tehran,negative,0.01,0.99,0.0,0.4346627667155447
2015-01-13,2015-01-19,copper plunges 5year low despite china trade data,negative,0.01,0.99,0.0,0.4500196218836958
2015-01-14,2015-01-19,copper plunges 6 % hit lowest since june 2009,negative,0.02,0.98,0.0,0.4279385181160908
2015-01-15,2015-01-19,opec see market share drop even oil slump slows shale boom,negative,0.01,0.99,0.0,0.4500196218836958
2015-01-15,2015-01-19,nymex crude asia sentiment whipsawed currency moves,positive,0.92,0.08,0.0,0.544995640451211
2015-01-16,2015-01-19,gold slides lower remains close 4month peak,negative,0.01,0.99,0.0,0.4500196218836958
2015-01-18,2015-01-19,iran ministers saudi visit delayed due oil price fall tehran,negative,0.01,0.99,0.0,0.4500196218836958
2015-01-19,2015-01-19,copper tumbles 2 % markets brace gloomy china gdp,negative,0.01,0.99,0.0,0.4500196218836958
2015-01-14,2015-01-20,copper plunges 6 % hit lowest since june 2009,negative,0.02,0.98,0.0,0.4300937356907838
2015-01-15,2015-01-20,natural gas futures add gains bullish storage data,positive,0.99,0.01,0.0,0.6487188582374057
2015-01-16,2015-01-20,oil price recovery yet despite us shale slowdown iea,positive,0.99,0.01,0.0,0.6487188582374057
2015-01-18,2015-01-20,iran ministers saudi visit delayed due oil price fall tehran,negative,0.01,0.99,0.0,0.4521396283102619
2015-01-19,2015-01-20,copper tumbles 2 % markets brace gloomy china gdp,negative,0.01,0.99,0.0,0.4521396283102619
2015-01-20,2015-01-20,nymex crude weaker early asia us supply reports ahead,negative,0.01,0.99,0.0,0.4521396283102619
2015-01-15,2015-01-21,natural gas futures add gains bullish storage data,positive,0.99,0.01,0.0,0.6247979915742994
2015-01-16,2015-01-21,oil price recovery yet despite us shale slowdown iea,positive,0.99,0.01,0.0,0.6247979915742994
2015-01-18,2015-01-21,iran ministers saudi visit delayed due oil price fall tehran,negative,0.01,0.99,0.0,0.4850586745083601
2015-01-19,2015-01-21,copper tumbles 2 % markets brace gloomy china gdp,negative,0.01,0.99,0.0,0.4850586745083601
2015-01-20,2015-01-21,nymex crude weaker early asia us supply reports ahead,negative,0.01,0.99,0.0,0.4850586745083601
2015-01-21,2015-01-21,gold climbs $ 1300 first time since august ahead ecb,positive,0.99,0.01,0.0,0.6247979915742994
2015-01-16,2015-01-22,gold slides lower remains close 4month peak,negative,0.01,0.99,0.0,0.4804869559474371
2015-01-18,2015-01-22,iran ministers saudi visit delayed due oil price fall tehran,negative,0.01,0.99,0.0,0.4804869559474371
2015-01-19,2015-01-22,copper tumbles 2 % markets brace gloomy china gdp,negative,0.01,0.99,0.0,0.4804869559474371
2015-01-20,2015-01-22,nymex crude weaker early asia us supply reports ahead,negative,0.01,0.99,0.0,0.4804869559474371
2015-01-21,2015-01-22,copper futures fall 1 % amid gloomy demand outlook,negative,0.01,0.99,0.0,0.4804869559474371
2015-01-22,2015-01-22,gold prices narrow range ahead hsbc china flash pmi survey,negative,0.01,0.99,0.0,0.4804869559474371
2015-01-18,2015-01-23,iran ministers saudi visit delayed due oil price fall tehran,negative,0.01,0.99,0.0,0.4672995158008279
2015-01-19,2015-01-23,copper tumbles 2 % markets brace gloomy china gdp,negative,0.01,0.99,0.0,0.4672995158008279
2015-01-20,2015-01-23,nymex crude weaker early asia us supply reports ahead,negative,0.01,0.99,0.0,0.4672995158008279
2015-01-21,2015-01-23,copper futures fall 1 % amid gloomy demand outlook,negative,0.01,0.99,0.0,0.4672995158008279
2015-01-22,2015-01-23,gold prices narrow range ahead hsbc china flash pmi survey,negative,0.01,0.99,0.0,0.4672995158008279
2015-01-23,2015-01-23,gold pulls away 5month highs ecb rally subsides,negative,0.04,0.95,0.0,0.4138364154436779
2015-01-18,2015-01-24,iran ministers saudi visit delayed due oil price fall tehran,negative,0.01,0.99,0.0,0.4672995158008279
2015-01-19,2015-01-24,copper tumbles 2 % markets brace gloomy china gdp,negative,0.01,0.99,0.0,0.4672995158008279
2015-01-20,2015-01-24,nymex crude weaker early asia us supply reports ahead,negative,0.01,0.99,0.0,0.4672995158008279
2015-01-21,2015-01-24,copper futures fall 1 % amid gloomy demand outlook,negative,0.01,0.99,0.0,0.4672995158008279
2015-01-22,2015-01-24,gold prices narrow range ahead hsbc china flash pmi survey,negative,0.01,0.99,0.0,0.4672995158008279
2015-01-23,2015-01-24,gold pulls away 5month highs ecb rally subsides,negative,0.04,0.95,0.0,0.4138364154436779
2015-01-19,2015-01-25,copper tumbles 2 % markets brace gloomy china gdp,negative,0.01,0.99,0.0,0.4772649613139932
2015-01-20,2015-01-25,nymex crude weaker early asia us supply reports ahead,negative,0.01,0.99,0.0,0.4772649613139932
2015-01-21,2015-01-25,copper futures fall 1 % amid gloomy demand outlook,negative,0.01,0.99,0.0,0.4772649613139932
2015-01-22,2015-01-25,gold prices narrow range ahead hsbc china flash pmi survey,negative,0.01,0.99,0.0,0.4772649613139932
2015-01-23,2015-01-25,gold pulls away 5month highs ecb rally subsides,negative,0.04,0.95,0.0,0.4240067629321069
2015-01-25,2015-01-25,nymex crude slumps greece antiausterity party wins snap polls,negative,0.02,0.98,0.0,0.4569499790900397
2015-01-20,2015-01-26,nymex crude weaker early asia us supply reports ahead,negative,0.01,0.99,0.0,0.5168629723541363
2015-01-21,2015-01-26,copper futures fall 1 % amid gloomy demand outlook,negative,0.01,0.99,0.0,0.5168629723541363
2015-01-22,2015-01-26,gold prices narrow range ahead hsbc china flash pmi survey,negative,0.01,0.99,0.0,0.5168629723541363
2015-01-23,2015-01-26,gold pulls away 5month highs ecb rally subsides,negative,0.04,0.95,0.0,0.4654823855829386
2015-01-25,2015-01-26,nymex crude slumps greece antiausterity party wins snap polls,negative,0.02,0.98,0.0,0.497333202608648
2015-01-26,2015-01-26,natural gas futures drop 3 % despite northeast blizzard,negative,0.02,0.98,0.0,0.497333202608648
2015-01-21,2015-01-27,gold climbs $ 1300 first time since august ahead ecb,positive,0.99,0.01,0.0,0.6448241198209528
2015-01-22,2015-01-27,gold prices narrow range ahead hsbc china flash pmi survey,negative,0.01,0.99,0.0,0.5107610378681137
2015-01-23,2015-01-27,gold pulls away 5month highs ecb rally subsides,negative,0.04,0.95,0.0,0.4582912737561153
2015-01-25,2015-01-27,nymex crude slumps greece antiausterity party wins snap polls,negative,0.02,0.98,0.0,0.490858944456025
2015-01-26,2015-01-27,natural gas futures drop 3 % despite northeast blizzard,negative,0.02,0.98,0.0,0.490858944456025
2015-01-26,2015-01-27,nymex crude gains slightly early asia us stockpile data ahead,positive,0.99,0.01,0.0,0.6448241198209528
2015-01-27,2015-01-27,gold fluctuates near 1week low ahead fed meeting,negative,0.01,0.99,0.0,0.5107610378681137
2015-01-22,2015-01-28,gold prices narrow range ahead hsbc china flash pmi survey,negative,0.01,0.99,0.0,0.4901362276889944
2015-01-23,2015-01-28,gold pulls away 5month highs ecb rally subsides,negative,0.04,0.95,0.0,0.4373726032570051
2015-01-25,2015-01-28,nymex crude slumps greece antiausterity party wins snap polls,negative,0.02,0.98,0.0,0.470042402154671
2015-01-26,2015-01-28,natural gas futures drop 3 % despite northeast blizzard,negative,0.02,0.98,0.0,0.470042402154671
2015-01-27,2015-01-28,gold fluctuates near 1week low ahead fed meeting,negative,0.01,0.99,0.0,0.4901362276889944
2015-01-28,2015-01-28,gold slightly lower ahead fomc decision,negative,0.01,0.99,0.0,0.4901362276889944
2015-01-23,2015-01-29,gold pulls away 5month highs ecb rally subsides,negative,0.04,0.95,0.0,0.4256912155646005
2015-01-25,2015-01-29,nymex crude slumps greece antiausterity party wins snap polls,negative,0.02,0.98,0.0,0.4597254398333682
2015-01-26,2015-01-29,natural gas futures drop 3 % despite northeast blizzard,negative,0.02,0.98,0.0,0.4597254398333682
2015-01-27,2015-01-29,gold fluctuates near 1week low ahead fed meeting,negative,0.01,0.99,0.0,0.4805151221761787
2015-01-28,2015-01-29,gold slightly lower ahead fomc decision,negative,0.01,0.99,0.0,0.4805151221761787
2015-01-29,2015-01-29,gold falls 1week low upbeat jobless claims data,negative,0.01,0.99,0.0,0.4805151221761787
2015-01-25,2015-01-30,nymex crude slumps greece antiausterity party wins snap polls,negative,0.02,0.98,0.0,0.466582242395105
2015-01-26,2015-01-30,natural gas futures drop 3 % despite northeast blizzard,negative,0.02,0.98,0.0,0.466582242395105
2015-01-26,2015-01-30,nymex crude gains slightly early asia us stockpile data ahead,positive,0.99,0.01,0.0,0.6260161447232366
2015-01-27,2015-01-30,gold fluctuates near 1week low ahead fed meeting,negative,0.01,0.99,0.0,0.4878207113680238
2015-01-28,2015-01-30,gold slightly lower ahead fomc decision,negative,0.01,0.99,0.0,0.4878207113680238
2015-01-29,2015-01-30,gold falls 1week low upbeat jobless claims data,negative,0.01,0.99,0.0,0.4878207113680238
2015-01-30,2015-01-30,crude oil rallies 1 % supply glut worries still weigh,positive,0.98,0.01,0.0,0.6257998515797528
2015-01-25,2015-01-31,nymex crude slumps greece antiausterity party wins snap polls,negative,0.02,0.98,0.0,0.4633558354728173
2015-01-26,2015-01-31,natural gas futures drop 3 % despite northeast blizzard,negative,0.02,0.98,0.0,0.4633558354728173
2015-01-26,2015-01-31,nymex crude gains slightly early asia us stockpile data ahead,positive,0.99,0.01,0.0,0.627959148285583
2015-01-27,2015-01-31,gold fluctuates near 1week low ahead fed meeting,negative,0.01,0.99,0.0,0.4846637460154277
2015-01-28,2015-01-31,gold slightly lower ahead fomc decision,negative,0.01,0.99,0.0,0.4846637460154277
2015-01-29,2015-01-31,gold falls 1week low upbeat jobless claims data,negative,0.01,0.99,0.0,0.4846637460154277
2015-01-30,2015-01-31,crude oil rallies 1 % supply glut worries still weigh,positive,0.98,0.01,0.0,0.6277429786178738
2015-01-31,2015-01-31,cheap oil slams gastoliquids market,negative,0.24,0.75,0.0,0.2385246333928434
2015-01-26,2015-02-01,natural gas futures drop 3 % despite northeast blizzard,negative,0.02,0.98,0.0,0.4278270090045984
2015-01-26,2015-02-01,nymex crude gains slightly early asia us stockpile data ahead,positive,0.99,0.01,0.0,0.642402272873982
2015-01-27,2015-02-01,gold fluctuates near 1week low ahead fed meeting,negative,0.01,0.99,0.0,0.4501585947213676
2015-01-28,2015-02-01,gold slightly lower ahead fomc decision,negative,0.01,0.99,0.0,0.4501585947213676
2015-01-29,2015-02-01,gold falls 1week low upbeat jobless claims data,negative,0.01,0.99,0.0,0.4501585947213676
2015-01-30,2015-02-01,crude oil rallies 1 % supply glut worries still weigh,positive,0.98,0.01,0.0,0.6421857725448854
2015-01-31,2015-02-01,cheap oil slams gastoliquids market,negative,0.24,0.75,0.0,0.1920725334686157
2015-02-01,2015-02-01,copper slumps china official pmi hsbc survey ahead,negative,0.01,0.99,0.0,0.4501585947213676
2015-01-27,2015-02-02,gold fluctuates near 1week low ahead fed meeting,negative,0.01,0.99,0.0,0.4203810301593746
2015-01-28,2015-02-02,gold slightly lower ahead fomc decision,negative,0.01,0.99,0.0,0.4203810301593746
2015-01-29,2015-02-02,gold falls 1week low upbeat jobless claims data,negative,0.01,0.99,0.0,0.4203810301593746
2015-01-30,2015-02-02,opec oil output rises january key members stand firm survey,negative,0.0,1.0,0.0,0.4528833878663918
2015-01-31,2015-02-02,cheap oil slams gastoliquids market,negative,0.24,0.75,0.0,0.1747789248932255
2015-02-01,2015-02-02,copper slumps china official pmi hsbc survey ahead,negative,0.01,0.99,0.0,0.4203810301593746
2015-02-02,2015-02-02,crude oil turns lower choppy trade ism disappoints,negative,0.01,0.99,0.0,0.4203810301593746
2015-01-28,2015-02-03,gold slightly lower ahead fomc decision,negative,0.01,0.99,0.0,0.4552738807344381
2015-01-29,2015-02-03,gold falls 1week low upbeat jobless claims data,negative,0.01,0.99,0.0,0.4552738807344381
2015-01-30,2015-02-03,crude oil rallies 1 % supply glut worries still weigh,positive,0.98,0.01,0.0,0.638527406272281
2015-01-31,2015-02-03,cheap oil slams gastoliquids market,negative,0.24,0.75,0.0,0.1974439053770557
2015-02-01,2015-02-03,copper slumps china official pmi hsbc survey ahead,negative,0.01,0.99,0.0,0.4552738807344381
2015-02-02,2015-02-03,crude oil turns lower choppy trade ism disappoints,negative,0.01,0.99,0.0,0.4552738807344381
2015-02-03,2015-02-03,copper hits 1week high rising oil prices stock gains lift sentiment,positive,0.99,0.01,0.0,0.6387443091980002
2015-01-29,2015-02-04,gold falls 1week low upbeat jobless claims data,negative,0.01,0.99,0.0,0.4546864277257315
2015-01-30,2015-02-04,crude oil rallies 1 % supply glut worries still weigh,positive,0.98,0.01,0.0,0.6327467748155401
2015-01-31,2015-02-04,cheap oil slams gastoliquids market,negative,0.24,0.75,0.0,0.1891914147223592
2015-02-01,2015-02-04,copper slumps china official pmi hsbc survey ahead,negative,0.01,0.99,0.0,0.4546864277257315
2015-02-02,2015-02-04,crude oil turns lower choppy trade ism disappoints,negative,0.01,0.99,0.0,0.4546864277257315
2015-02-03,2015-02-04,copper hits 1week high rising oil prices stock gains lift sentiment,positive,0.99,0.01,0.0,0.6329653830732195
2015-02-04,2015-02-04,copper turns lower hitting 2week high china stimulus hopes,negative,0.01,0.99,0.0,0.4546864277257315
2015-01-30,2015-02-05,crude oil rallies 1 % supply glut worries still weigh,positive,0.98,0.01,0.0,0.6204647410064643
2015-01-31,2015-02-05,cheap oil slams gastoliquids market,negative,0.24,0.75,0.0,0.2120538881739175
2015-02-01,2015-02-05,copper slumps china official pmi hsbc survey ahead,negative,0.01,0.99,0.0,0.4739442913242416
2015-02-02,2015-02-05,crude oil turns lower choppy trade ism disappoints,negative,0.01,0.99,0.0,0.4739442913242416
2015-02-03,2015-02-05,copper hits 1week high rising oil prices stock gains lift sentiment,positive,0.99,0.01,0.0,0.6206844446702037
2015-02-04,2015-02-05,copper turns lower hitting 2week high china stimulus hopes,negative,0.01,0.99,0.0,0.4739442913242416
2015-02-05,2015-02-05,nymex crude jumps asia market eyes us jobs data demand outlook,positive,0.99,0.01,0.0,0.6206844446702037
2015-01-31,2015-02-06,cheap oil slams gastoliquids market,negative,0.24,0.75,0.0,0.2180827554223827
2015-02-01,2015-02-06,copper slumps china official pmi hsbc survey ahead,negative,0.01,0.99,0.0,0.4804892259787072
2015-02-02,2015-02-06,crude oil turns lower choppy trade ism disappoints,negative,0.01,0.99,0.0,0.4804892259787072
2015-02-03,2015-02-06,copper hits 1week high rising oil prices stock gains lift sentiment,positive,0.99,0.01,0.0,0.6149429707364018
2015-02-04,2015-02-06,copper turns lower hitting 2week high china stimulus hopes,negative,0.01,0.99,0.0,0.4804892259787072
2015-02-05,2015-02-06,nymex crude jumps asia market eyes us jobs data demand outlook,positive,0.99,0.01,0.0,0.6149429707364018
2015-02-06,2015-02-06,crude oil climbs 3 % eyes us data,positive,0.99,0.0,0.0,0.6420253690894799
2015-02-01,2015-02-07,copper slumps china official pmi hsbc survey ahead,negative,0.01,0.99,0.0,0.4833788256800493
2015-02-02,2015-02-07,crude oil turns lower choppy trade ism disappoints,negative,0.01,0.99,0.0,0.4833788256800493
2015-02-03,2015-02-07,copper hits 1week high rising oil prices stock gains lift sentiment,positive,0.99,0.01,0.0,0.6128665368167947
2015-02-04,2015-02-07,copper turns lower hitting 2week high china stimulus hopes,negative,0.01,0.99,0.0,0.4833788256800493
2015-02-05,2015-02-07,nymex crude jumps asia market eyes us jobs data demand outlook,positive,0.99,0.01,0.0,0.6128665368167947
2015-02-06,2015-02-07,crude oil climbs 3 % eyes us data,positive,0.99,0.0,0.0,0.6399868104492115
2015-02-02,2015-02-08,crude oil turns lower choppy trade ism disappoints,negative,0.01,0.99,0.0,0.5285222087922001
2015-02-03,2015-02-08,copper hits 1week high rising oil prices stock gains lift sentiment,positive,0.99,0.01,0.0,0.570879430142348
2015-02-04,2015-02-08,copper turns lower hitting 2week high china stimulus hopes,negative,0.01,0.99,0.0,0.5285222087922001
2015-02-05,2015-02-08,nymex crude jumps asia market eyes us jobs data demand outlook,positive,0.99,0.01,0.0,0.570879430142348
2015-02-06,2015-02-08,crude oil climbs 3 % eyes us data,positive,0.99,0.0,0.0,0.5989655331796452
2015-02-08,2015-02-08,natural gas futures weekly outlook february 9 13,negative,0.03,0.83,0.14,0.4451272840984458
2015-02-03,2015-02-09,copper hits 1week high rising oil prices stock gains lift sentiment,positive,0.99,0.01,0.0,0.5227194865293864
2015-02-04,2015-02-09,copper turns lower hitting 2week high china stimulus hopes,negative,0.01,0.99,0.0,0.5598261502206805
2015-02-05,2015-02-09,nymex crude jumps asia market eyes us jobs data demand outlook,positive,0.99,0.01,0.0,0.5227194865293864
2015-02-06,2015-02-09,crude oil climbs 3 % eyes us data,positive,0.99,0.0,0.0,0.5523797399014879
2015-02-08,2015-02-09,natural gas futures weekly outlook february 9 13,negative,0.03,0.83,0.14,0.499164406021088
2015-02-09,2015-02-09,crude oil hits session highs bullish opec monthly report,positive,0.99,0.01,0.0,0.5227194865293864
2015-02-04,2015-02-10,copper turns lower hitting 2week high china stimulus hopes,negative,0.01,0.99,0.0,0.5516653774720855
